,index,id,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
76,78,2041,milking,heat,20,5/20/2017,4,50,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3165,8110,9038,1795,0,0,0,0,0,264,295,271,48,0,0,0,0,0,2041,0,0,0,0,-1,-1,-1,-1,-1,2041,0,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1
77,79,2045,milking,labor,20,11/25/2014,6,33,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10097,12204,11127,7904,14095,28,0,0,0,340,357,273,285,442,31,0,0,0,2045,0,0,0,0,0,0,-1,-1,-1,2045,4,3,1,1,7,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
78,80,2055,milking,pregnacy,13,6/11/2017,3,249,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6907,6113,5714,0,0,0,0,0,0,280,281,247,0,0,0,0,0,0,2055,1,1,1,-1,-1,-1,-1,-1,-1,2055,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
79,81,2063,milking,insemination,19,6/24/2017,3,61,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12435,10929,2256,0,0,0,0,0,0,477,316,59,0,0,0,0,0,0,2063,0,0,0,-1,-1,-1,-1,-1,-1,2063,4,1,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
80,82,2092,milking,pregnacy,13,8/5/2017,3,307,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6629,9329,11362,0,0,0,0,0,0,304,288,305,0,0,0,0,0,0,2092,0,0,0,-1,-1,-1,-1,-1,-1,2092,1,1,3,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
81,83,2104,milking,pregnacy,15,12/4/2014,6,180,0,2,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,9699,12213,12357,13935,11330,9462,0,0,0,288,321,299,367,275,178,0,0,0,2104,0,2,2,1,1,0,-1,-1,-1,2104,2,3,2,2,1,2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
82,84,2107,milking,insemination,19,8/15/2017,3,88,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10669,13550,2582,0,0,0,0,0,0,467,344,86,0,0,0,0,0,0,2107,0,0,0,-1,-1,-1,-1,-1,-1,2107,5,3,2,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
83,85,2110,milking,insemination,19,8/16/2017,3,98,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12458,8719,4224,0,0,0,0,0,0,486,319,96,0,0,0,0,0,0,2110,0,3,0,-1,-1,-1,-1,-1,-1,2110,4,1,2,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
84,86,2143,milking,pregnacy,13,12/11/2014,5,357,0,3,3,0,4,0,0,0,0,1,1,1,1,1,0,0,0,0,13165,15217,11548,15973,10376,0,0,0,0,400,395,275,448,355,0,0,0,0,2143,0,3,3,0,4,-1,-1,-1,-1,2143,4,4,1,5,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
85,87,2146,milking,pregnacy,3,12/11/2014,5,307,0,0,0,1,9,0,0,0,0,1,1,1,1,1,0,0,0,0,12322,17581,16950,12154,10893,0,0,0,0,376,486,421,278,305,0,0,0,0,2146,0,0,0,1,9,-1,-1,-1,-1,2146,3,5,3,1,3,-1,-1,-1,-1,0,1,1,0,1,-1,-1,-1,-1
86,88,2156,milking,insemination,3,9/17/2017,3,124,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,11008,9632,5012,0,0,0,0,0,0,477,287,122,0,0,0,0,0,0,2156,0,2,1,-1,-1,-1,-1,-1,-1,2156,2,1,2,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
87,89,2172,milking,pregnacy,18,9/30/2017,3,112,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8628,10377,19,0,0,0,0,0,0,443,332,110,0,0,0,0,0,0,2172,0,0,0,-1,-1,-1,-1,-1,-1,2172,5,2,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1
88,90,2178,milking,insemination,15,10/9/2017,3,167,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9424,9852,6694,0,0,0,0,0,0,437,283,165,0,0,0,0,0,0,2178,0,0,0,-1,-1,-1,-1,-1,-1,2178,4,1,3,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
89,91,2210,milking,pregnacy,14,12/23/2014,6,198,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,8794,9549,10073,9534,8975,7430,0,0,0,304,291,315,285,277,196,0,0,0,2210,0,0,0,1,0,0,-1,-1,-1,2210,2,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
90,92,2231,milking,pregnacy,13,11/6/2017,3,279,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6889,8999,9266,0,0,0,0,0,0,270,287,277,0,0,0,0,0,0,2231,0,0,0,-1,-1,-1,-1,-1,-1,2231,1,1,2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
91,93,2236,milking,no_inseminate,24,11/8/2017,3,259,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6983,8445,8456,0,0,0,0,0,0,282,286,257,0,0,0,0,0,0,2236,1,0,0,-1,-1,-1,-1,-1,-1,2236,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
92,94,2248,milking,pregnacy,29,11/12/2017,2,396,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13792,12005,0,0,0,0,0,0,0,510,394,0,0,0,0,0,0,0,2248,0,0,-1,-1,-1,-1,-1,-1,-1,2248,4,7,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
93,95,2252,milking,pregnacy,19,11/17/2017,3,104,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,14971,11819,5441,0,0,0,0,0,0,448,283,102,0,0,0,0,0,0,2252,0,0,0,-1,-1,-1,-1,-1,-1,2252,3,1,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
94,96,2272,milking,pregnacy,17,11/27/2017,3,138,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6844,10851,6055,0,0,0,0,0,0,283,413,136,0,0,0,0,0,0,2272,0,0,0,-1,-1,-1,-1,-1,-1,2272,1,6,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
95,97,2298,milking,insemination,28,1/9/2015,4,333,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,14616,13512,13663,12859,0,0,0,0,0,532,326,480,331,0,0,0,0,0,2298,1,0,0,0,-1,-1,-1,-1,-1,2298,9,3,8,4,-1,-1,-1,-1,-1,2,0,0,1,-1,-1,-1,-1,-1
96,98,2300,milking,pregnacy,28,12/10/2017,3,246,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7895,8659,8250,0,0,0,0,0,0,283,281,244,0,0,0,0,0,0,2300,0,0,0,-1,-1,-1,-1,-1,-1,2300,1,1,3,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
97,99,2311,milking,insemination,19,1/11/2015,6,66,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,7749,13587,12437,13090,11196,2518,0,0,0,267,376,383,392,289,64,0,0,0,2311,0,1,1,1,0,1,-1,-1,-1,2311,1,3,3,4,1,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
98,100,2320,milking,pregnacy,17,1/13/2015,6,143,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,7222,11365,10391,10305,10701,5397,0,0,0,267,468,277,306,315,141,0,0,0,2320,1,0,0,0,0,1,-1,-1,-1,2320,1,3,1,2,2,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
99,101,2325,milking,pregnacy,15,12/30/2017,2,155,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20633,7745,0,0,0,0,0,0,0,699,153,0,0,0,0,0,0,0,2325,0,0,-1,-1,-1,-1,-1,-1,-1,2325,7,1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1
100,102,2326,milking,pregnacy,23,12/30/2017,3,213,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7273,8107,7262,0,0,0,0,0,0,294,280,211,0,0,0,0,0,0,2326,0,0,0,-1,-1,-1,-1,-1,-1,2326,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
101,103,2328,dry,pregnacy,84,1/1/2018,2,274,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11603,9649,0,0,0,0,0,0,0,452,273,0,0,0,0,0,0,0,2328,0,0,-1,-1,-1,-1,-1,-1,-1,2328,4,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
102,104,2330,milking,pregnacy,19,1/7/2018,3,102,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9950,9827,4579,0,0,0,0,0,0,350,289,100,0,0,0,0,0,0,2330,0,1,0,-1,-1,-1,-1,-1,-1,2330,3,2,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
103,105,2333,milking,heat,19,1/11/2018,3,62,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12712,9429,2473,0,0,0,0,0,0,398,283,60,0,0,0,0,0,0,2333,0,0,0,-1,-1,-1,-1,-1,-1,2333,3,1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1
104,106,2335,milking,labor,21,1/16/2015,6,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,8135,9476,15345,10849,13599,0,0,0,0,298,284,457,291,437,0,0,0,0,2335,0,1,0,0,0,0,-1,-1,-1,2335,3,1,6,1,3,0,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1
105,107,2342,milking,insemination,23,1/18/2018,2,212,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14706,8528,0,0,0,0,0,0,0,523,210,0,0,0,0,0,0,0,2342,0,0,-1,-1,-1,-1,-1,-1,-1,2342,8,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
106,108,2348,milking,pregnacy,24,1/17/2015,5,237,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,14770,15712,11102,7326,7622,0,0,0,0,561,489,302,324,235,0,0,0,0,2348,0,2,0,0,0,-1,-1,-1,-1,2348,9,3,1,3,5,-1,-1,-1,-1,1,2,0,0,0,-1,-1,-1,-1
107,109,2352,milking,pregnacy,13,1/28/2018,3,257,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7967,9007,4246,0,0,0,0,0,0,289,291,255,0,0,0,0,0,0,2352,0,0,0,-1,-1,-1,-1,-1,-1,2352,1,2,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
108,110,2353,milking,pregnacy,28,1/30/2018,2,395,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11367,9963,0,0,0,0,0,0,0,442,393,0,0,0,0,0,0,0,2353,0,0,-1,-1,-1,-1,-1,-1,-1,2353,2,9,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
109,111,2367,milking,pregnacy,24,2/17/2018,2,245,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13518,12254,0,0,0,0,0,0,0,497,243,0,0,0,0,0,0,0,2367,1,0,-1,-1,-1,-1,-1,-1,-1,2367,10,7,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
110,112,2368,milking,pregnacy,27,1/20/2015,5,349,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,9497,10273,8804,17829,12810,0,0,0,0,304,286,288,609,347,0,0,0,0,2368,0,0,0,0,2,-1,-1,-1,-1,2368,2,1,1,6,6,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-1,-1
111,113,2370,milking,heat,19,2/21/2018,3,76,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7076,11469,3125,0,0,0,0,0,0,272,339,74,0,0,0,0,0,0,2370,1,0,0,-1,-1,-1,-1,-1,-1,2370,1,2,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
112,114,2375,milking,pregnacy,29,2/24/2018,3,210,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9052,7684,4356,0,0,0,0,0,0,325,266,208,0,0,0,0,0,0,2375,1,0,0,-1,-1,-1,-1,-1,-1,2375,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
113,115,2380,milking,insemination,15,1/21/2015,6,182,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,11070,13319,13634,15684,14318,7706,0,0,0,280,280,289,400,299,180,0,0,0,2380,0,0,0,0,0,0,-1,-1,-1,2380,1,1,1,4,2,5,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
114,116,2391,milking,pregnacy,17,3/15/2018,3,133,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9334,9584,6035,0,0,0,0,0,0,308,267,131,0,0,0,0,0,0,2391,1,0,0,-1,-1,-1,-1,-1,-1,2391,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
115,118,2415,milking,pregnacy,23,4/15/2018,2,216,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14709,10321,0,0,0,0,0,0,0,553,214,0,0,0,0,0,0,0,2415,0,0,-1,-1,-1,-1,-1,-1,-1,2415,11,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
116,119,2416,milking,labor,20,4/15/2018,3,39,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8302,9684,1763,0,0,0,0,0,0,272,270,37,0,0,0,0,0,0,2416,0,0,0,-1,-1,-1,-1,-1,-1,2416,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
117,120,2420,milking,pregnacy,24,4/23/2018,2,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13194,9925,0,0,0,0,0,0,0,492,254,0,0,0,0,0,0,0,2420,0,0,-1,-1,-1,-1,-1,-1,-1,2420,9,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
118,121,2426,milking,labor,21,5/13/2018,3,14,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8870,10063,0,0,0,0,0,0,0,299,284,12,0,0,0,0,0,0,2426,0,0,0,-1,-1,-1,-1,-1,-1,2426,2,1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
119,122,2436,milking,pregnacy,13,5/15/2018,2,261,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11931,9854,0,0,0,0,0,0,0,468,259,0,0,0,0,0,0,0,2436,1,0,-1,-1,-1,-1,-1,-1,-1,2436,7,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
120,123,2446,milking,pregnacy,23,5/30/2018,2,215,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9718,6458,0,0,0,0,0,0,0,440,213,0,0,0,0,0,0,0,2446,0,0,-1,-1,-1,-1,-1,-1,-1,2446,5,2,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
121,124,2448,milking,pregnacy,13,2/3/2015,5,449,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,11074,11423,11243,11433,13488,0,0,0,0,397,347,288,343,447,0,0,0,0,2448,0,0,0,1,0,-1,-1,-1,-1,2448,5,5,1,3,7,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
122,125,2451,milking,pregnacy,26,6/7/2018,2,298,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7378,9685,0,0,0,0,0,0,0,356,296,0,0,0,0,0,0,0,2451,0,0,-1,-1,-1,-1,-1,-1,-1,2451,2,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
123,126,2453,milking,pregnacy,22,2/5/2015,6,173,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,7516,7592,10518,9053,9381,6946,0,0,0,286,285,351,329,302,171,0,0,0,2453,0,0,0,1,0,0,-1,-1,-1,2453,1,1,4,2,3,3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
124,127,2455,milking,pregnacy,27,6/8/2018,2,315,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9801,11225,0,0,0,0,0,0,0,367,313,0,0,0,0,0,0,0,2455,0,0,-1,-1,-1,-1,-1,-1,-1,2455,4,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
125,128,2459,milking,pregnacy,28,2/7/2015,5,310,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,11011,12344,16032,9461,9793,0,0,0,0,320,340,479,284,308,0,0,0,0,2459,0,0,2,0,1,-1,-1,-1,-1,2459,2,2,8,1,5,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
126,129,2462,milking,pregnacy,25,2/8/2015,6,229,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,7336,10027,10267,9524,9045,8106,0,0,0,278,298,308,292,308,227,0,0,0,2462,0,0,0,0,0,0,-1,-1,-1,2462,1,2,2,1,2,3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
127,130,2472,milking,pregnacy,13,7/6/2018,2,234,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9382,9548,0,0,0,0,0,0,0,408,232,0,0,0,0,0,0,0,2472,0,0,-1,-1,-1,-1,-1,-1,-1,2472,5,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
128,131,2474,milking,pregnacy,23,7/8/2018,2,216,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10785,7585,0,0,0,0,0,0,0,353,214,0,0,0,0,0,0,0,2474,0,0,-1,-1,-1,-1,-1,-1,-1,2474,3,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
129,132,2491,milking,pregnacy,17,7/20/2018,2,143,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13826,6966,0,0,0,0,0,0,0,504,141,0,0,0,0,0,0,0,2491,0,0,-1,-1,-1,-1,-1,-1,-1,2491,5,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1
130,133,2493,dry,pregnacy,86,7/21/2018,2,292,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11330,7165,0,0,0,0,0,0,0,340,291,0,0,0,0,0,0,0,2493,0,0,-1,-1,-1,-1,-1,-1,-1,2493,3,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
131,134,2499,milking,pregnacy,29,7/28/2018,2,221,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7481,4646,0,0,0,0,0,0,0,320,219,0,0,0,0,0,0,0,2499,0,0,-1,-1,-1,-1,-1,-1,-1,2499,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
132,135,2510,milking,pregnacy,24,8/5/2018,2,244,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8784,9231,0,0,0,0,0,0,0,349,242,0,0,0,0,0,0,0,2510,0,0,-1,-1,-1,-1,-1,-1,-1,2510,3,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
133,136,2511,milking,insemination,19,2/18/2015,6,80,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10577,12503,13668,11883,13544,2893,0,0,0,322,345,330,283,340,78,0,0,0,2511,0,0,0,1,0,0,-1,-1,-1,2511,2,3,3,1,3,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
134,137,2513,milking,pregnacy,28,8/8/2018,2,187,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9801,7300,0,0,0,0,0,0,0,371,185,0,0,0,0,0,0,0,2513,0,0,-1,-1,-1,-1,-1,-1,-1,2513,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
135,138,2514,milking,pregnacy,13,8/10/2018,2,359,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7700,12425,0,0,0,0,0,0,0,292,357,0,0,0,0,0,0,0,2514,0,0,-1,-1,-1,-1,-1,-1,-1,2514,2,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
136,139,2516,milking,abortion,24,8/13/2018,2,242,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11420,11840,0,0,0,0,0,0,0,337,240,0,0,0,0,0,0,0,2516,1,0,-1,-1,-1,-1,-1,-1,-1,2516,2,4,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
137,140,2520,milking,pregnacy,25,8/14/2018,2,226,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9142,5723,0,0,0,0,0,0,0,331,224,0,0,0,0,0,0,0,2520,0,1,-1,-1,-1,-1,-1,-1,-1,2520,3,4,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
138,141,2523,milking,pregnacy,26,8/15/2018,2,283,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7768,10263,0,0,0,0,0,0,0,290,281,0,0,0,0,0,0,0,2523,0,0,-1,-1,-1,-1,-1,-1,-1,2523,1,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
139,142,2533,milking,labor,20,8/18/2018,2,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11808,1033,0,0,0,0,0,0,0,494,30,0,0,0,0,0,0,0,2533,0,0,-1,-1,-1,-1,-1,-1,-1,2533,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
140,143,2538,milking,pregnacy,17,2/25/2015,5,154,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,10248,11456,15144,17187,7853,0,0,0,0,302,274,511,540,152,0,0,0,0,2538,0,0,0,0,0,-1,-1,-1,-1,2538,2,1,8,9,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
141,144,2541,milking,pregnacy,26,8/23/2018,2,288,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10141,12273,0,0,0,0,0,0,0,332,286,0,0,0,0,0,0,0,2541,0,1,-1,-1,-1,-1,-1,-1,-1,2541,2,3,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
142,145,2545,milking,pregnacy,28,8/27/2018,2,239,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9962,9839,0,0,0,0,0,0,0,377,237,0,0,0,0,0,0,0,2545,0,0,-1,-1,-1,-1,-1,-1,-1,2545,4,4,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
143,146,2547,milking,pregnacy,13,8/28/2018,2,328,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7656,9460,0,0,0,0,0,0,0,287,326,0,0,0,0,0,0,0,2547,0,0,-1,-1,-1,-1,-1,-1,-1,2547,1,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
144,147,2550,milking,pregnacy,27,8/29/2018,2,308,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8487,12863,0,0,0,0,0,0,0,266,306,0,0,0,0,0,0,0,2550,1,1,-1,-1,-1,-1,-1,-1,-1,2550,1,5,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
145,148,2554,milking,labor,20,3/2/2015,6,27,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,11818,9902,9894,11878,11841,901,0,0,0,411,278,314,316,384,25,0,0,0,2554,0,1,1,0,0,0,-1,-1,-1,2554,7,1,2,2,3,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
146,149,2560,milking,pregnacy,25,3/3/2015,6,224,0,0,2,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,8189,11463,9290,11702,10802,6406,0,0,0,285,344,268,274,290,222,0,0,0,2560,0,0,2,0,0,2,-1,-1,-1,2560,1,4,1,1,2,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
147,150,2568,milking,pregnacy,18,3/7/2015,6,115,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,7805,8337,9485,9034,11500,4904,0,0,0,315,290,297,275,409,113,0,0,0,2568,0,0,0,0,0,0,-1,-1,-1,2568,2,1,2,1,3,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
148,151,2570,milking,pregnacy,15,9/9/2018,2,179,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9815,7064,0,0,0,0,0,0,0,334,177,0,0,0,0,0,0,0,2570,0,0,-1,-1,-1,-1,-1,-1,-1,2570,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
149,152,2575,milking,pregnacy,13,9/12/2018,2,252,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7876,9607,0,0,0,0,0,0,0,272,250,0,0,0,0,0,0,0,2575,1,0,-1,-1,-1,-1,-1,-1,-1,2575,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
