Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
1537,6605,20,Heat,2/8/2022,48.3,45.7,6,4,57,34,0,0,0,0,0,0,0,0,9054,2110
1581,7190,17,Insemination,12/7/2021,50.8,55.7,-9,4,120,6,3,6,0,CARLOS-JEHU,FALCO,0,3/31/2022,0,10950,6025
1619,6548,19,Heat,1/12/2022,39.9,42.1,-5,4,84,46,0,0,0,0,0,0,0,0,10061,3138
1642,5381,13,Pregnacy,8/13/2021,36.6,35.8,2,6,236,162,2,162,162,CARLOS-JEHU,MARADONA,0,10/26/2021,53.6,12635,10620
1643,5288,21,Labor,3/19/2022,47.9,45.6,5,4,18,0,0,0,0,0,0,0,0,0,10847,555
1648,4893,27,Insemination,8/6/2021,40.1,39.3,2,5,243,45,5,45,0,ROBERTO-MANUEL,INFOCUS GOLD,0,2/20/2022,41.4,10493,8321
1659,5897,3,Pregnacy,9/1/2021,27.3,24.8,10,6,217,125,2,125,125,CARLOS-URIEL,MUSTSEE,0,12/2/2021,38.6,12081,6564
1661,5477,17,Pregnacy,11/15/2021,36.8,40,-8,3,142,87,1,87,87,CARLOS-JEHU,KEYNOTE,0,1/9/2022,0,19025,6671
1667,546,20,Insemination,1/30/2022,51.5,51,1,4,66,13,1,13,0,ROBERTO-DAVID,EXPO,0,3/24/2022,0,11200,2927
1682,5827,19,Insemination,1/10/2022,57.7,57.8,0,4,86,37,1,37,0,URIEL-JEHU,FASTDRAW,0,2/28/2022,0,14474,4671
1704,5185,13,Pregnacy,5/18/2021,26.4,27.5,-4,5,323,173,3,173,173,CARLOS-JEHU,OLAF,0,10/15/2021,45.2,14251,11564
1727,7135,23,Abortion,10/20/2021,43.4,46.8,-7,6,168,84,2,84,0,CARLOS-JEHU,FASTDRAW,1,1/12/2022,0,7915,6580
1791,6261,19,Insemination,1/7/2022,47.7,49.1,-3,6,89,34,1,34,0,URIEL-JEHU,KEYNOTE,0,3/3/2022,0,10860,4104
1853,7203,18,Pregnacy,12/31/2021,53.7,53,1,6,96,39,1,39,39,CARLOS-URIEL,EXPO,0,2/26/2022,0,11366,4843
1892,6233,23,Insemination,10/12/2021,32.7,31.8,3,6,176,37,5,37,0,URIEL-JEHU,INFOCUS GOLD,0,2/28/2022,0,9418,4854
1915,7882,3,Insemination,12/21/2021,46.9,47.5,-1,6,106,10,2,10,0,CARLOS-JEHU,MUSTSEE,0,3/27/2022,0,12252,4576
1916,3213,15,Pregnacy,11/11/2021,46.1,39.3,17,5,146,53,1,53,53,CARLOS-URIEL,MUSTSEE,0,2/12/2022,0,14621,6415
1937,6739,17,Pregnacy,11/28/2021,49,51.4,-5,5,129,46,1,46,46,CARLOS-URIEL,MARADONA,0,2/19/2022,0,13769,6470
1968,682,13,Pregnacy,7/26/2021,45.3,38.7,17,4,254,165,2,165,165,CARLOS-JEHU,MARADONA,0,10/23/2021,59.9,19127,12571
1975,7413,18,Insemination,12/26/2021,47.8,48.6,-1,4,101,26,2,26,0,CARLOS-JEHU,OGDEN,0,3/11/2022,0,5719,4339
2015,2610,21,Labor,3/15/2022,44.3,42.9,3,4,22,0,0,0,0,0,0,0,0,0,9206,774
2022,7455,20,Insemination,2/7/2022,51.4,53.4,-4,4,58,11,1,11,0,ROBERTO-DAVID,EXPO,0,3/26/2022,0,8779,2617
2041,489,21,Labor,3/30/2022,34.6,0,0,4,7,0,0,0,0,0,0,0,0,0,9189,126
2053,201,3,Pregnacy,7/16/2021,5.8,22.5,-74,3,264,209,1,209,209,CARLOS-JEHU,MAVERICK,0,9/9/2021,50.8,11514,10294
2055,6511,30,Pregnacy,9/12/2021,17.9,17.9,0,3,206,144,1,144,144,CARLOS-URIEL,EXPO,0,11/13/2021,33.5,6246,5192
2063,7516,21,Labor,3/19/2022,42.3,34.4,23,3,18,0,0,0,0,0,0,0,0,0,11090,291
2092,5422,28,Pregnacy,7/16/2021,34.3,36.6,-6,3,264,135,3,135,135,JUAN DELGADO-URIEL,MARADONA,0,11/22/2021,47.6,9464,10086
2104,5211,17,Pregnacy,11/20/2021,54.1,56.8,-5,6,137,75,2,75,75,CARLOS-JEHU,MUSTSEE,0,1/21/2022,0,11482,7378
2107,2342,20,Heat,2/20/2022,56.4,60.3,-7,3,45,18,0,0,0,0,0,0,0,0,13739,2141
2110,2066,20,Heat,2/10/2022,56.4,52.3,8,3,55,18,0,0,0,0,0,0,0,0,8851,2065
2143,6318,3,Pregnacy,5/27/2021,14.9,32,-53,5,314,162,1,162,162,ROBERTO-MANUEL,OLAF,0,10/26/2021,41.9,16196,9419
2146,0,17,Pregnacy,7/16/2021,0,0,0,5,264,45,3,45,45,CARLOS-JEHU,MARADONA,1,2/20/2022,54.1,12301,11005
2156,8079,3,Insemination,1/15/2022,38.7,32.4,19,3,81,30,1,30,0,URIEL-JEHU,MUSTSEE,0,3/7/2022,0,9783,3375
2172,0,19,Insemination,1/27/2022,0,0,0,3,69,13,1,13,0,CARLOS-JEHU,FALCO,0,3/24/2022,0,10537,0
2178,7868,17,Pregnacy,12/3/2021,47.4,48.1,-2,3,124,68,1,68,68,CARLOS-MAURICIO,FASTDRAW,0,1/28/2022,0,10012,4920
2186,7352,13,No_Inseminate,3/24/2021,21.5,21.6,-1,5,378,1,3,20,0,CARLOS-JEHU,INFOCUS GOLD,2,3/17/2022,50.8,11479,13207
2210,3117,15,Pregnacy,11/2/2021,34.8,36.8,-6,6,155,96,1,96,96,CARLOS-JEHU,EXPO,0,12/31/2021,46.4,9121,5926
2231,6271,13,Pregnacy,8/13/2021,23.6,24.7,-5,3,236,148,2,148,148,CARLOS-URIEL,UNCHARTED,0,11/9/2021,44.4,9162,8496
2234,7277,3,Pregnacy,8/6/2021,21.6,21.9,-1,5,243,68,3,68,68,DAVID-MANUEL,EXPO,0,1/28/2022,46.5,10513,8329
2236,3020,30,No_Inseminate,9/2/2021,33,32.2,2,3,216,111,0,0,0,0,0,0,0,42.8,8594,7318
2248,3696,30,Pregnacy,4/18/2021,24.2,24.5,-1,2,353,124,7,124,124,DAVID-MANUEL,VIEWPOINT,1,12/3/2021,42.7,14058,11251
2252,303,20,Labor,2/4/2022,65,66,-2,3,61,0,0,0,0,0,0,0,0,0,11978,2988
2272,6011,18,Pregnacy,1/1/2022,50.3,48.2,4,3,95,42,1,42,42,CARLOS-JEHU,KEYNOTE,0,2/23/2022,0,11053,4228
2279,6704,29,Pregnacy,5/30/2021,26.1,26.5,-1,2,311,79,5,79,79,ROBERTO-DAVID,EXPO,0,1/17/2022,46.6,13186,10945
2298,4795,29,Insemination,6/20/2021,33,34,-3,4,290,26,3,26,0,CARLOS-JEHU,INFOCUS GOLD,1,3/11/2022,49.3,13900,11735
2300,5068,24,Pregnacy,9/15/2021,35.8,36.3,-1,3,203,93,3,93,93,URIEL-JEHU,MARADONA,0,1/3/2022,48.8,8815,7118
2311,5079,21,Labor,3/14/2022,44.6,35.9,24,6,23,0,0,0,0,0,0,0,0,0,11347,684
2320,5511,18,Pregnacy,12/27/2021,48.9,46.9,4,6,100,40,1,40,40,CARLOS-JEHU,FASTDRAW,0,2/25/2022,0,10856,3647
2325,7394,18,Pregnacy,12/15/2021,50,53.5,-7,2,112,55,1,55,55,CARLOS-JEHU,FASTDRAW,0,2/10/2022,0,20982,5815
2326,7501,23,Pregnacy,10/18/2021,42.2,40.1,5,3,170,104,1,104,104,CARLOS-JEHU,FASTDRAW,0,12/23/2021,45.5,8260,5742
2328,3604,13,Pregnacy,8/11/2021,29.7,32.3,-8,2,238,179,1,179,179,CARLOS-URIEL,EXPO,0,10/9/2021,44.9,11840,8848
2330,7246,20,Insemination,2/6/2022,50.9,50.4,1,3,59,6,1,6,0,ROBERTO-DAVID,OGDEN,0,3/31/2022,0,9985,2558
2333,5766,21,Labor,3/18/2022,42.9,43.8,-2,3,19,0,0,0,0,0,0,0,0,0,9578,508
2342,3123,23,Insemination,10/19/2021,47.7,49,-3,2,169,5,2,5,0,DAVID-ADAN,SCORPIO,0,4/1/2022,52.6,14970,6796
2348,5836,24,Insemination,9/24/2021,26.1,36.8,-29,5,194,22,4,22,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/15/2022,37.8,7483,6324
2352,3561,13,Pregnacy,9/4/2021,15.1,15.7,-4,3,214,154,1,154,154,CARLOS-JEHU,VIEWPOINT,0,11/3/2021,29.3,9143,4151
2353,0,29,Pregnacy,4/19/2021,0,0,0,2,352,102,9,102,102,CARLOS-URIEL,KEYNOTE,0,12/25/2021,46.2,11611,10118
2367,1749,24,Insemination,9/16/2021,54.8,54.8,0,2,202,6,7,6,0,ROBERTO-DAVID,INFOCUS GOLD,0,3/31/2022,58,13745,10335
2368,2329,29,Insemination,6/4/2021,26.6,38.4,-31,5,306,0,6,0,0,CARLOS-JEHU,INFOCUS GOLD,0,4/6/2022,46,18135,11450
2370,3562,20,Labor,3/4/2022,45.1,47,-4,3,33,0,0,0,0,0,0,0,0,0,11657,1134
2375,1997,30,Pregnacy,10/21/2021,26.7,23.1,15,3,167,108,1,108,108,CARLOS-JEHU,KEYNOTE,0,12/19/2021,0,7831,3496
2380,7300,17,Insemination,11/18/2021,52.5,48.1,9,6,139,8,4,8,0,CARLOS-JEHU,SCORPIO,0,3/29/2022,0,14481,5907
2383,2925,3,Insemination,12/12/2021,12.9,51.1,-75,5,115,18,2,18,0,CARLOS-URIEL,MUSTSEE,0,3/19/2022,0,14248,5834
2391,6047,19,Insemination,1/6/2022,51.1,47.5,8,3,90,33,1,33,0,CARLOS-JEHU,KEYNOTE,0,3/4/2022,0,9732,4134
2398,7402,13,Pregnacy,5/6/2021,23.5,23.8,-1,2,335,152,6,152,152,CARLOS-MAURICIO,INFOCUS GOLD,0,11/5/2021,48.8,10425,11925
2415,6210,23,Pregnacy,10/15/2021,56.9,56.4,1,2,173,117,1,117,117,CARLOS-JEHU,MUSTSEE,0,12/10/2021,0,14982,8162
2420,826,26,Insemination,9/5/2021,44.4,38.9,14,2,213,25,4,25,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/12/2022,44.2,13459,8454
2436,5223,26,Pregnacy,8/31/2021,44,43.9,0,2,218,137,1,137,137,CARLOS-URIEL,EXPO,0,11/20/2021,47,12157,9273
2446,5538,23,Insemination,10/16/2021,35.9,35.6,1,2,172,20,2,20,0,CARLOS-JEHU,EXPO,1,3/17/2022,38.5,9919,5164
2448,7186,13,Pregnacy,2/24/2021,18.2,20.8,-12,5,406,153,7,153,153,ROBERTO-MANUEL,INFOCUS GOLD,0,11/4/2021,50.8,11603,13073
2451,2310,28,Pregnacy,7/25/2021,34,36.7,-7,2,255,48,4,48,48,CARLOS-JEHU,INFOCUS GOLD,0,2/17/2022,42.1,7540,8485
2453,6097,17,Insemination,11/27/2021,45.8,43.8,5,6,130,24,3,24,0,CARLOS-JEHU,OGDEN,0,3/13/2022,0,9533,5461
2455,5552,29,Pregnacy,7/8/2021,36.6,36.9,-1,2,272,64,6,64,64,CARLOS-JEHU,INFOCUS GOLD,0,2/1/2022,44.3,9983,9981
2459,5398,28,Pregnacy,7/13/2021,29.6,31.2,-5,5,267,108,5,108,108,CARLOS-JEHU,FASTDRAW,0,12/19/2021,41.8,9598,8755
2462,6310,25,Pregnacy,10/2/2021,36.9,34.6,7,6,186,67,3,67,67,ROBERTO-MANUEL,EXPRESSO,0,1/29/2022,42.9,9207,6783
2467,3443,27,Insemination,8/6/2021,22,23.5,-6,2,243,15,4,15,0,CARLOS-JEHU,INFOCUS GOLD,1,3/22/2022,35.9,6460,7480
2472,1948,25,Pregnacy,9/27/2021,43.9,43.2,2,2,191,137,1,137,137,ROBERTO-MANUEL,KEYNOTE,0,11/20/2021,47,9572,8136
2474,5437,23,Pregnacy,10/15/2021,38.4,40.5,-5,2,173,96,1,96,96,CARLOS-JEHU,29HO19691,0,12/31/2021,47.9,10972,6196
2482,5146,23,Pregnacy,10/18/2021,36.9,44.7,-17,6,170,76,2,76,76,CARLOS-JEHU,MUSTSEE,0,1/20/2022,0,8267,5967
2491,6058,18,Pregnacy,12/27/2021,52,52.5,-1,2,100,40,1,40,40,CARLOS-JEHU,FASTDRAW,0,2/25/2022,0,14087,4903
2493,5434,13,Pregnacy,6/25/2021,4.4,5.6,-22,2,285,207,2,207,207,CARLOS-JEHU,MAVERICK,0,9/11/2021,32.8,11497,7283
2496,5931,23,Pregnacy,10/13/2021,34.2,36.9,-7,2,175,116,1,116,116,CARLOS-JEHU,VIEWPOINT,0,12/11/2021,0,6121,4485
2499,3430,30,Pregnacy,10/10/2021,24.9,22.6,10,2,178,125,1,125,125,CARLOS-URIEL,MUSTSEE,0,12/2/2021,0,7643,4050
2502,0,26,Labor,9/7/2021,0,0,0,5,211,0,0,0,0,0,0,0,0,0,12511,0
2510,6466,24,Pregnacy,9/17/2021,40.8,38.9,5,2,201,100,2,100,100,ROBERTO-DAVID,EXPO,0,12/27/2021,44.2,8953,7830
2511,7519,20,Heat,2/28/2022,36,42.7,-16,6,37,0,0,0,0,0,0,0,0,0,13726,1106
2513,7204,15,Pregnacy,11/13/2021,47.5,38.6,23,2,144,66,2,66,66,CARLOS-JEHU,FASTDRAW,0,1/30/2022,0,9989,6046
2514,359,29,Pregnacy,5/25/2021,31.3,31.3,0,2,316,129,6,129,129,ROBERTO-MANUEL,FASTDRAW,0,11/28/2021,47.3,7861,11485
2516,6832,24,Pregnacy,9/19/2021,49.2,51.8,-5,2,199,73,3,73,73,ROBERTO-MANUEL,EXPRESSO,0,1/23/2022,55.9,11590,9993
2520,7048,25,Insemination,10/5/2021,35.7,32.4,10,2,183,25,4,25,0,ROBERTO-MANUEL,EXPO,1,3/12/2022,0,9309,4509
2523,5255,27,Pregnacy,8/9/2021,40.2,36.2,11,2,240,125,2,125,125,CARLOS-URIEL,MUSTSEE,0,12/2/2021,42.6,7922,8933
2538,6395,18,Insemination,12/16/2021,57.1,55.8,2,5,111,25,1,25,0,CARLOS-MAURICIO,FALCO,0,3/12/2022,0,17451,5734
2541,5816,27,Insemination,8/4/2021,42,47.5,-12,2,245,11,3,11,0,CARLOS-URIEL,MUSTSEE,1,3/26/2022,51.7,10299,10654
2545,6366,24,Pregnacy,9/22/2021,40.3,39.6,2,2,196,44,4,44,44,ROBERTO-DAVID,KEYNOTE,0,2/21/2022,49.8,10150,8573
2546,230,29,Pregnacy,7/8/2021,39.9,35.9,11,5,272,144,2,144,144,CARLOS-URIEL,KEYNOTE,0,11/13/2021,49.8,16263,10687
2547,6478,29,Pregnacy,6/25/2021,29.4,28.8,2,2,285,129,5,129,129,ROBERTO-MANUEL,MUSTSEE,0,11/28/2021,35.3,7786,8411
2550,3665,28,Insemination,7/15/2021,42.1,41.6,1,2,265,32,5,32,0,CARLOS-URIEL,INFOCUS GOLD,0,3/5/2022,52.3,8624,11397
2560,1476,25,Pregnacy,10/7/2021,38.6,39.3,-2,6,181,123,1,123,123,CARLOS-URIEL,KEYNOTE,0,12/4/2021,0,10943,4930
2568,4664,19,Labor,1/24/2022,52,51.9,0,6,72,0,0,0,0,0,0,0,0,0,11712,3071
2570,3332,17,Pregnacy,11/21/2021,44.8,46.2,-3,2,136,82,1,82,82,CARLOS-JEHU,KEYNOTE,0,1/14/2022,0,9988,5476
2575,3697,13,Pregnacy,9/9/2021,16.2,31.1,-48,2,209,146,1,146,146,CARLOS-MAURICIO,KEYNOTE,0,11/11/2021,48.8,8010,8519
2576,1095,23,Pregnacy,10/18/2021,41.7,42,-1,2,170,110,1,110,110,CARLOS-JEHU,KEYNOTE,0,12/17/2021,0,9231,5552
2584,27,20,Labor,1/29/2022,55.5,50.5,10,2,67,0,0,0,0,0,0,0,0,0,13510,3004
2597,3146,27,Pregnacy,8/9/2021,36.8,36.7,0,2,240,95,3,95,95,CARLOS-JEHU,MARADONA,0,1/1/2022,39.1,8729,8150
2602,7076,18,Pregnacy,12/14/2021,52.6,53.3,-1,6,113,68,1,68,68,CARLOS-MAURICIO,FASTDRAW,0,1/28/2022,0,10333,5418
2603,377,13,Pregnacy,8/15/2021,24.5,27.1,-10,2,234,182,1,182,182,CARLOS-JEHU,UNCHARTED,0,10/6/2021,44.6,7236,8424
2604,5528,18,Insemination,1/1/2022,45.7,48.8,-6,6,95,40,1,40,0,CARLOS-JEHU,KEYNOTE,0,2/25/2022,0,11188,4639
2605,260,30,Pregnacy,7/19/2021,22.4,23.2,-4,5,261,70,5,70,70,ROBERTO-MANUEL,INFOCUS GOLD,0,1/26/2022,39.1,15557,8128
2607,3212,13,Pregnacy,7/30/2021,39,39.2,-1,2,250,188,1,188,188,CARLOS-JEHU,MARADONA,0,9/30/2021,50,8275,10860
2613,1162,28,Pregnacy,7/28/2021,36.1,36.7,-2,2,252,63,4,63,63,ROBERTO-MANUEL,INFOCUS GOLD,1,2/2/2022,44.8,7541,9854
2618,5911,19,Labor,1/25/2022,67.4,66.7,1,6,71,0,0,0,0,0,0,0,0,0,11815,4247
2623,7175,15,Pregnacy,10/28/2021,47,50.9,-8,2,160,104,1,104,104,CARLOS-JEHU,FASTDRAW,0,12/23/2021,60.5,10987,7206
2626,2427,13,Pregnacy,8/14/2021,37,40.8,-9,2,235,160,2,160,160,CARLOS-JEHU,EXPO,0,10/28/2021,49.1,9354,10270
2627,1329,21,Labor,3/10/2022,48.7,46.4,5,2,27,0,0,0,0,0,0,0,0,0,8827,1088
2630,7482,19,Insemination,1/8/2022,45.4,44.6,2,2,88,12,2,12,0,CARLOS-JEHU,MUSTSEE,0,3/25/2022,0,9897,3683
2631,6942,25,Pregnacy,10/2/2021,44,43.8,1,2,186,109,1,109,109,ROBERTO-MANUEL,MARADONA,0,12/18/2021,0,9228,5884
2634,4907,15,Heat,11/8/2021,44.1,43.8,1,2,149,30,1,74,0,CARLOS-JEHU,EXPO,0,1/22/2022,0,8152,6222
2635,7172,15,Pregnacy,11/1/2021,41,40.8,0,2,156,81,1,81,81,CARLOS-URIEL,EXPO,0,1/15/2022,47.4,7409,5375
2638,7036,15,Pregnacy,11/13/2021,37.4,36.8,2,2,144,82,1,82,82,CARLOS-JEHU,KEYNOTE,0,1/14/2022,0,7568,5347
2640,7146,25,Pregnacy,10/4/2021,44.4,44.6,0,2,184,86,2,86,86,ROBERTO-DAVID,MUSTSEE,0,1/10/2022,55.8,9695,8724
2642,5256,13,Pregnacy,8/7/2021,23.1,26.2,-12,5,242,165,1,165,165,CARLOS-JEHU,MARADONA,0,10/23/2021,41.4,10761,8257
2643,3220,17,Insemination,12/12/2021,34.8,34.3,1,2,115,6,4,6,0,CARLOS-JEHU,OGDEN,0,3/31/2022,0,5939,3444
2644,6303,15,Insemination,11/1/2021,47.4,47.9,-1,2,156,50,3,50,0,CARLOS-JEHU,FASTDRAW,0,2/15/2022,54.3,9941,6706
2647,2300,23,Pregnacy,10/12/2021,48.4,48,1,2,176,111,1,111,111,CARLOS-MAURICIO,FASTDRAW,0,12/16/2021,0,9428,3112
2651,7514,13,Pregnacy,4/6/2021,14.6,16.6,-12,5,365,182,2,182,182,CARLOS-JEHU,POPSTAR,0,10/6/2021,38,10772,10258
2652,2519,17,Pregnacy,11/19/2021,47.8,43.3,10,2,138,60,1,60,60,CARLOS-URIEL,KEYNOTE,0,2/5/2022,0,10242,5564
2654,5940,15,Pregnacy,11/2/2021,37,34.2,8,2,155,104,1,104,104,CARLOS-JEHU,FASTDRAW,0,12/23/2021,42.8,7076,5004
2655,6997,25,Pregnacy,10/7/2021,29.2,28.6,2,2,181,63,2,63,63,ROBERTO-MANUEL,EXPRESSO,0,2/2/2022,0,7347,3236
2656,7773,18,Insemination,12/19/2021,56.5,52.4,8,2,108,30,2,30,0,URIEL-JEHU,EXPO,0,3/7/2022,0,9256,5222
2657,5994,13,Pregnacy,9/18/2021,34.7,35.5,-2,6,200,146,1,146,146,CARLOS-URIEL,KEYNOTE,0,11/11/2021,48.2,9686,7938
2659,6320,14,No_Inseminate,1/11/2021,42.1,38.8,9,1,450,76,10,98,0,CARLOS-JEHU,INFOCUS GOLD,0,12/29/2021,41.1,0,14873
2662,6225,23,Pregnacy,10/19/2021,40,39.5,1,2,169,112,1,112,112,CARLOS-JEHU,KEYNOTE,0,12/15/2021,0,7725,5261
2663,6226,17,Pregnacy,11/14/2021,42.3,44.1,-4,2,143,67,2,67,67,CARLOS-JEHU,FASTDRAW,0,1/29/2022,0,9389,5494
2664,1561,26,Pregnacy,8/15/2021,34.3,35.8,-4,2,234,102,5,102,102,CARLOS-URIEL,INFOCUS GOLD,0,12/25/2021,37.6,8328,7845
2669,6700,15,Pregnacy,11/6/2021,41.9,45.1,-7,2,151,97,1,97,97,CARLOS-JEHU,EXPO,0,12/30/2021,46.9,7581,5586
2673,5280,24,Insemination,9/22/2021,41.5,40.8,2,5,196,19,5,19,0,DAVID-MANUEL,INFOCUS GOLD,0,3/18/2022,48,16486,8274
2675,6184,25,Pregnacy,10/6/2021,36.9,36.8,0,2,182,133,1,133,133,ROBERTO-MANUEL,MARADONA,0,11/24/2021,0,6994,5561
2676,7973,18,Insemination,12/29/2021,21.1,37.4,-44,2,98,32,1,32,0,CARLOS-URIEL,KEYNOTE,0,3/5/2022,0,6520,3961
2677,4788,15,Heat,10/23/2021,27.8,25.5,9,2,165,1,4,30,0,URIEL-JEHU,EXPO,0,3/7/2022,45.4,10456,5770
2678,5678,15,Insemination,11/11/2021,42.3,45.5,-7,6,146,21,4,21,0,CARLOS-JEHU,EXPO,0,3/16/2022,0,10000,5635
2679,6641,19,Insemination,1/7/2022,49,52.2,-6,2,89,20,1,20,0,CARLOS-JEHU,FASTDRAW,0,3/17/2022,0,11717,4343
2689,5806,24,Pregnacy,9/15/2021,38.1,36.9,3,2,203,139,1,139,139,CARLOS-URIEL,KEYNOTE,0,11/18/2021,45,7764,7875
2690,3305,19,Insemination,1/9/2022,28.4,24.7,15,2,87,34,1,34,0,URIEL-JEHU,KEYNOTE,0,3/3/2022,0,7392,2953
2693,5587,14,Pregnacy,4/9/2021,42,39.3,7,1,362,129,5,129,129,CARLOS-URIEL,INFOCUS GOLD,1,11/28/2021,43.2,0,12631
2694,6526,24,Insemination,9/15/2021,48,49,-2,2,203,26,6,26,0,DAVID-MANUEL,INFOCUS GOLD,0,3/11/2022,52.6,9115,9354
2697,5355,3,Pregnacy,10/5/2021,32.3,32.4,0,2,183,72,2,72,72,ROBERTO-DAVID,INFOCUS GOLD,0,1/24/2022,40.1,7295,6246
2702,7174,15,Pregnacy,11/4/2021,47.4,40.7,17,2,153,58,2,58,58,JUAN DELGADO-JEHU,MARADONA,0,2/7/2022,55.4,7903,6778
2705,0,14,Pregnacy,5/19/2021,0,0,0,1,322,124,4,124,124,MIGUEL-JAIME,MUSTSEE,0,12/3/2021,33.9,0,9096
2709,7199,19,Insemination,1/21/2022,42.9,42.8,0,2,75,13,1,13,0,CARLOS-JEHU,FALCO,0,3/24/2022,0,6494,2853
2715,3501,30,Pregnacy,7/6/2021,25.9,21.5,21,5,274,91,5,91,91,ROBERTO-MANUEL,SILVER INFOCUS,0,1/5/2022,36.7,9140,8533
2719,7219,17,Insemination,11/25/2021,46,44.5,3,2,132,33,3,33,0,CARLOS-JEHU,MUSTSEE,0,3/4/2022,0,7435,5109
2724,5736,13,Pregnacy,7/5/2021,32.9,32,3,5,275,199,1,199,199,CARLOS-JEHU,MAVERICK,0,9/19/2021,40.9,16932,9199
2726,7638,15,Pregnacy,11/8/2021,45.6,46.2,-1,2,149,94,1,94,94,CARLOS-JEHU,FASTDRAW,0,1/2/2022,0,7450,6596
2729,7575,19,Insemination,1/16/2022,46.5,46.9,-1,5,80,27,1,27,0,DAVID-MANUEL,MUSTSEE,0,3/10/2022,0,11156,3808
2731,7959,18,Insemination,12/20/2021,22,41.8,-47,2,107,18,3,18,0,CARLOS-URIEL,FASTDRAW,0,3/19/2022,0,7590,4115
2733,7598,17,Pregnacy,11/18/2021,45.1,45,0,2,139,52,2,52,52,CARLOS-JEHU,MUSTSEE,0,2/13/2022,0,8422,4218
2738,5305,19,Insemination,1/9/2022,45.8,44.3,3,2,87,4,1,4,0,CARLOS-URIEL,FASTDRAW,0,4/2/2022,0,7786,3281
2743,7717,19,Labor,1/27/2022,38.8,36.4,6,2,69,0,0,0,0,0,0,0,0,0,6601,2212
2746,6738,19,Pregnacy,1/6/2022,29,50.2,-42,2,90,40,1,40,40,CARLOS-JEHU,FASTDRAW,0,2/25/2022,0,11535,4633
2750,2558,21,Labor,3/25/2022,37.5,33.7,11,2,12,0,0,0,0,0,0,0,0,0,8078,277
2753,6235,16,Pregnacy,6/5/2021,27.7,29.8,-7,1,305,173,2,173,173,MIGUEL-MAURICIO,KEYNOTE,0,10/15/2021,36,0,9792
2760,3034,12,Abortion,7/2/2021,33.1,34.3,-3,1,278,149,2,149,0,MIGUEL-JAIME,MARADONA,2,11/8/2021,40.7,0,9997
2762,7618,19,Insemination,1/18/2022,44.2,42.9,3,2,78,4,2,4,0,CARLOS-URIEL,FALCO,0,4/2/2022,0,7309,3153
2765,2175,29,Pregnacy,7/9/2021,0,0,0,5,271,142,4,142,142,JUAN DELGADO-URIEL,MUSTSEE,0,11/15/2021,0,11255,3785
2767,0,21,Labor,4/2/2022,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7074,0
2770,6485,15,Pregnacy,10/31/2021,51,53.4,-4,5,157,81,1,81,81,CARLOS-URIEL,KEYNOTE,0,1/15/2022,59.5,12780,6992
2777,3662,30,Pregnacy,6/17/2021,20.2,20.8,-3,5,293,91,7,91,91,ROBERTO-MANUEL,INFOCUS GOLD,0,1/5/2022,49.3,11872,10822
2793,5269,16,Pregnacy,5/21/2021,21.4,20.2,6,1,320,215,3,215,215,MIGUEL-MAURICIO,MAVERICK,0,9/3/2021,31.6,0,7746
2794,6984,16,Pregnacy,6/17/2021,27.3,29.9,-9,1,293,177,4,177,177,MIGUEL-JAIME,SILVER INFOCUS,0,10/11/2021,32.8,0,8527
2795,7644,16,Pregnacy,5/19/2021,25,26,-4,1,322,205,2,205,205,MIGUEL-MAURICIO,TORETTO,0,9/13/2021,34.7,0,9555
2801,5112,10,Insemination,11/9/2021,23.7,37.4,-36,1,148,24,2,24,0,MIGUEL-JAIME,FASTDRAW,0,3/13/2022,0,0,4655
2809,8063,20,Insemination,1/11/2022,43,57.8,-26,5,85,26,1,26,0,DAVID-MANUEL,EXPO,0,3/11/2022,0,13316,4648
2811,6649,12,Pregnacy,8/10/2021,27.1,29.7,-9,1,239,150,2,150,150,MIGUEL-JAIME,POPSTAR,0,11/7/2021,37.6,0,7516
2812,3471,16,Pregnacy,7/5/2021,32.5,31.8,2,1,275,190,2,190,190,MIGUEL-JAIME,KEYNOTE,0,9/28/2021,36.8,0,8581
2813,5314,10,Pregnacy,11/16/2021,35.6,28.3,26,1,141,51,2,51,51,MIGUEL-JAIME,KEYNOTE,1,2/14/2022,0,0,3674
2821,6379,16,Pregnacy,6/16/2021,13.9,28,-50,1,294,212,2,212,212,MIGUEL-MAURICIO,BART,0,9/6/2021,38.3,0,9099
2823,6569,11,Pregnacy,9/14/2021,35.8,34.9,2,1,204,71,4,71,71,MIGUEL-JAIME,KEYNOTE,0,1/25/2022,0,0,3820
2824,7230,21,Labor,3/23/2022,26.1,24.5,6,2,14,0,0,0,0,0,0,0,0,0,6965,200
2829,3238,29,No_Inseminate,4/23/2021,34.2,37.1,-8,4,348,43,10,67,0,CARLOS-JEHU,INFOCUS GOLD,0,1/29/2022,55.4,19692,13760
