"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
3081,"seca","prenez","7/29/2015",5,281,1,2,3,1,1,-1,-1,-1,-1
3093,"ordeno","prenez","8/1/2015",5,105,1,1,1,3,1,-1,-1,-1,-1
3097,"ordeno","prenez","8/1/2015",4,237,4,3,8,3,-1,-1,-1,-1,-1
3104,"ordeno","pd-inseminacion","8/3/2015",4,214,1,8,15,5,-1,-1,-1,-1,-1
3105,"ordeno","prenez","8/3/2015",4,479,3,7,4,9,-1,-1,-1,-1,-1
3116,"ordeno","inseminacion","8/6/2015",5,77,5,1,2,2,2,-1,-1,-1,-1
3135,"ordeno","prenez","8/12/2015",4,313,9,1,5,6,-1,-1,-1,-1,-1
3203,"ordeno","prenez","8/28/2015",4,195,4,2,11,2,-1,-1,-1,-1,-1
3210,"seca","prenez","8/29/2015",4,336,3,2,7,2,-1,-1,-1,-1,-1
3216,"ordeno","inseminacion","8/30/2015",5,219,1,6,1,2,3,-1,-1,-1,-1
3282,"ordeno","prenez","9/11/2015",5,206,1,3,3,2,4,-1,-1,-1,-1
3294,"ordeno","parto","9/13/2015",5,43,4,3,4,1,0,-1,-1,-1,-1
3298,"ordeno","inseminacion","9/14/2015",5,125,3,1,3,5,4,-1,-1,-1,-1
3312,"ordeno","prenez","9/16/2015",4,308,8,1,6,5,-1,-1,-1,-1,-1
3336,"ordeno","prenez","9/18/2015",4,158,7,2,4,1,-1,-1,-1,-1,-1
3346,"ordeno","pd-inseminacion","9/19/2015",5,194,1,5,6,1,1,-1,-1,-1,-1
3349,"ordeno","prenez","9/20/2015",5,201,1,8,1,2,3,-1,-1,-1,-1
3378,"ordeno","inseminacion","9/24/2015",4,223,1,5,10,6,-1,-1,-1,-1,-1
3402,"ordeno","prenez","9/26/2015",5,254,2,3,1,3,1,-1,-1,-1,-1
3409,"ordeno","inseminacion","9/27/2015",5,207,4,3,3,1,5,-1,-1,-1,-1
3419,"ordeno","prenez","9/28/2015",4,296,4,3,3,5,-1,-1,-1,-1,-1
3436,"ordeno","prenez","10/1/2015",5,126,2,7,1,4,2,-1,-1,-1,-1
3438,"ordeno","prenez","10/2/2015",5,241,1,4,1,1,1,-1,-1,-1,-1
3444,"ordeno","inseminacion","10/2/2015",5,96,1,4,4,5,2,-1,-1,-1,-1
3453,"ordeno","prenez","10/4/2015",5,264,1,2,1,2,1,-1,-1,-1,-1
3454,"ordeno","para_no_inseminar","10/5/2015",4,358,5,3,5,8,-1,-1,-1,-1,-1
3505,"ordeno","prenez","10/13/2015",5,202,4,1,1,1,3,-1,-1,-1,-1
3509,"ordeno","celo","10/14/2015",5,194,3,2,6,1,2,-1,-1,-1,-1
3512,"ordeno","prenez","10/15/2015",4,309,7,1,9,4,-1,-1,-1,-1,-1
3519,"ordeno","prenez","10/16/2015",5,246,2,3,3,2,3,-1,-1,-1,-1
3531,"ordeno","parto","10/19/2015",5,54,6,2,3,3,0,-1,-1,-1,-1
3533,"ordeno","inseminacion","10/19/2015",5,89,4,4,1,2,1,-1,-1,-1,-1
3546,"ordeno","pd-inseminacion","10/22/2015",5,193,3,2,1,5,3,-1,-1,-1,-1
3574,"ordeno","prenez","10/27/2015",4,284,4,1,9,3,-1,-1,-1,-1,-1
3578,"ordeno","inseminacion","10/27/2015",4,266,1,5,8,4,-1,-1,-1,-1,-1
3583,"ordeno","prenez","10/28/2015",4,295,1,6,9,7,-1,-1,-1,-1,-1
3603,"ordeno","prenez","11/1/2015",4,497,2,2,2,8,-1,-1,-1,-1,-1
3608,"ordeno","prenez","11/1/2015",5,246,2,2,3,1,3,-1,-1,-1,-1
3620,"ordeno","prenez","11/4/2015",5,208,2,3,1,2,1,-1,-1,-1,-1
3635,"ordeno","inseminacion","11/9/2015",5,187,3,2,1,1,3,-1,-1,-1,-1
3688,"ordeno","inseminacion","11/16/2015",5,164,1,2,2,1,2,-1,-1,-1,-1
3690,"ordeno","aborto","11/16/2015",5,233,3,2,3,3,3,-1,-1,-1,-1
3693,"ordeno","prenez","11/16/2015",4,419,3,4,5,3,-1,-1,-1,-1,-1
3699,"ordeno","prenez","11/17/2015",5,231,1,3,3,1,4,-1,-1,-1,-1
3717,"ordeno","celo","11/20/2015",4,285,1,6,10,4,-1,-1,-1,-1,-1
3733,"ordeno","prenez","11/23/2015",5,121,3,3,1,2,1,-1,-1,-1,-1
3738,"ordeno","prenez","11/24/2015",4,288,5,3,9,5,-1,-1,-1,-1,-1
3748,"ordeno","inseminacion","11/26/2015",5,63,2,5,2,4,1,-1,-1,-1,-1
3758,"ordeno","prenez","11/27/2015",4,219,1,5,5,3,-1,-1,-1,-1,-1
3783,"ordeno","prenez","12/1/2015",5,232,2,2,1,1,2,-1,-1,-1,-1
3788,"seca","prenez","12/2/2015",4,329,6,3,8,2,-1,-1,-1,-1,-1
3821,"ordeno","inseminacion","12/8/2015",5,183,2,2,3,1,5,-1,-1,-1,-1
3825,"ordeno","prenez","12/9/2015",5,266,1,1,1,1,8,-1,-1,-1,-1
3827,"ordeno","prenez","12/10/2015",4,433,1,1,3,6,-1,-1,-1,-1,-1
3828,"ordeno","prenez","12/10/2015",5,180,1,4,2,2,3,-1,-1,-1,-1
3829,"ordeno","inseminacion","12/10/2015",5,88,1,2,6,1,1,-1,-1,-1,-1
3835,"ordeno","inseminacion","12/11/2015",5,202,4,1,1,1,3,-1,-1,-1,-1
3838,"ordeno","prenez","12/11/2015",4,299,3,1,6,6,-1,-1,-1,-1,-1
3839,"ordeno","prenez","12/11/2015",3,474,4,3,6,-1,-1,-1,-1,-1,-1
3863,"ordeno","prenez","12/18/2015",5,202,1,3,1,1,2,-1,-1,-1,-1
3864,"ordeno","prenez","12/18/2015",4,365,1,4,2,3,-1,-1,-1,-1,-1
3867,"ordeno","inseminacion","12/19/2015",5,190,1,1,2,3,4,-1,-1,-1,-1
3899,"ordeno","parto","12/26/2015",5,55,1,2,4,1,0,-1,-1,-1,-1
3903,"ordeno","prenez","12/28/2015",4,255,3,2,4,2,-1,-1,-1,-1,-1
3906,"ordeno","prenez","12/29/2015",4,335,2,1,5,4,-1,-1,-1,-1,-1
3912,"ordeno","prenez","12/31/2015",5,260,2,1,1,2,1,-1,-1,-1,-1
3924,"ordeno","prenez","10/16/2017",3,106,2,1,1,-1,-1,-1,-1,-1,-1
3928,"ordeno","aborto","1/6/2016",5,215,2,4,2,1,4,-1,-1,-1,-1
3940,"ordeno","prenez","1/10/2016",4,207,5,2,4,1,-1,-1,-1,-1,-1
3943,"ordeno","inseminacion","10/27/2017",3,165,1,2,4,-1,-1,-1,-1,-1,-1
3947,"ordeno","prenez","1/11/2016",5,149,3,1,1,2,1,-1,-1,-1,-1
3950,"ordeno","inseminacion","1/12/2016",5,181,2,2,1,1,3,-1,-1,-1,-1
3953,"ordeno","inseminacion","1/13/2016",5,138,2,3,2,2,5,-1,-1,-1,-1
3956,"ordeno","parto","1/14/2016",5,17,4,2,3,1,0,-1,-1,-1,-1
3957,"ordeno","prenez","1/14/2016",5,186,1,3,2,2,2,-1,-1,-1,-1
3958,"ordeno","parto","1/15/2016",5,25,2,1,3,2,0,-1,-1,-1,-1
3961,"ordeno","inseminacion","11/6/2017",3,196,2,2,3,-1,-1,-1,-1,-1,-1
3964,"ordeno","parto","1/16/2016",5,18,2,3,1,5,0,-1,-1,-1,-1
3978,"ordeno","prenez","1/20/2016",5,203,3,1,1,2,1,-1,-1,-1,-1
3982,"ordeno","prenez","11/25/2017",2,201,11,1,-1,-1,-1,-1,-1,-1,-1
3983,"ordeno","prenez","1/21/2016",5,183,1,1,2,4,1,-1,-1,-1,-1
3988,"ordeno","prenez","11/26/2017",3,135,3,1,2,-1,-1,-1,-1,-1,-1
3991,"ordeno","prenez","1/24/2016",5,148,2,1,4,1,2,-1,-1,-1,-1
3998,"ordeno","prenez","1/25/2016",5,209,4,3,1,1,2,-1,-1,-1,-1
3999,"ordeno","parto","1/26/2016",5,14,4,1,2,2,0,-1,-1,-1,-1
4006,"seca","prenez","1/28/2016",4,433,2,1,4,4,-1,-1,-1,-1,-1
4010,"ordeno","prenez","1/29/2016",5,282,1,1,2,1,2,-1,-1,-1,-1
4011,"seca","prenez","1/29/2016",4,286,4,1,2,1,-1,-1,-1,-1,-1
4034,"ordeno","prenez","2/8/2016",4,223,2,4,5,1,-1,-1,-1,-1,-1
4035,"ordeno","parto","2/8/2016",5,14,1,1,1,7,0,-1,-1,-1,-1
4050,"ordeno","prenez","2/14/2016",4,195,4,4,2,2,-1,-1,-1,-1,-1
4052,"ordeno","prenez","2/15/2016",5,255,1,1,2,2,2,-1,-1,-1,-1
4055,"ordeno","prenez","2/17/2016",4,340,1,2,2,4,-1,-1,-1,-1,-1
4115,"ordeno","inseminacion","3/7/2016",4,107,5,4,1,3,-1,-1,-1,-1,-1
4116,"ordeno","inseminacion","3/8/2016",4,147,3,3,5,3,-1,-1,-1,-1,-1
4117,"ordeno","parto","3/8/2016",4,50,6,2,8,0,-1,-1,-1,-1,-1
4118,"ordeno","para_no_inseminar","3/9/2016",4,352,1,3,6,3,-1,-1,-1,-1,-1
4121,"ordeno","prenez","3/10/2016",4,186,5,1,3,1,-1,-1,-1,-1,-1
4124,"ordeno","prenez","3/14/2016",4,288,5,7,1,4,-1,-1,-1,-1,-1
4129,"ordeno","inseminacion","3/16/2016",5,87,2,4,1,1,1,-1,-1,-1,-1
4130,"ordeno","celo","3/16/2016",5,59,4,2,2,2,0,-1,-1,-1,-1
4136,"ordeno","prenez","3/21/2016",4,449,1,1,7,9,-1,-1,-1,-1,-1
4142,"seca","prenez","3/24/2016",4,288,3,3,1,1,-1,-1,-1,-1,-1
4146,"ordeno","prenez","3/26/2016",5,169,2,1,1,3,1,-1,-1,-1,-1
4154,"ordeno","parto","3/30/2016",5,30,6,1,1,1,0,-1,-1,-1,-1
4159,"ordeno","prenez","4/3/2016",4,272,4,4,1,2,-1,-1,-1,-1,-1
4177,"ordeno","prenez","4/10/2016",5,152,3,1,3,2,1,-1,-1,-1,-1
4179,"ordeno","prenez","4/12/2016",5,125,1,1,2,3,2,-1,-1,-1,-1
4182,"ordeno","prenez","4/13/2016",4,241,7,3,1,1,-1,-1,-1,-1,-1
4185,"ordeno","parto","4/15/2016",5,23,3,6,1,2,0,-1,-1,-1,-1
4186,"ordeno","inseminacion","4/15/2016",5,101,1,1,1,3,2,-1,-1,-1,-1
4209,"ordeno","parto","4/23/2016",5,9,1,2,2,4,0,-1,-1,-1,-1
4214,"ordeno","pd-inseminacion","4/25/2016",4,135,4,3,4,2,-1,-1,-1,-1,-1
4219,"ordeno","prenez","4/26/2016",5,206,1,2,1,2,3,-1,-1,-1,-1
4238,"ordeno","parto","5/2/2016",5,5,3,1,1,1,0,-1,-1,-1,-1
4249,"ordeno","prenez","5/10/2016",4,313,6,3,1,5,-1,-1,-1,-1,-1
4256,"ordeno","prenez","5/12/2016",4,292,4,4,1,3,-1,-1,-1,-1,-1
4258,"ordeno","prenez","5/12/2016",4,157,3,2,4,1,-1,-1,-1,-1,-1
4265,"ordeno","inseminacion","5/14/2016",5,94,3,1,2,1,2,-1,-1,-1,-1
4280,"ordeno","prenez","5/17/2016",4,206,8,1,2,2,-1,-1,-1,-1,-1
4294,"ordeno","prenez","5/20/2016",4,303,1,4,3,3,-1,-1,-1,-1,-1
4310,"ordeno","prenez","5/24/2016",4,161,3,5,6,1,-1,-1,-1,-1,-1
4314,"ordeno","prenez","5/25/2016",4,248,4,6,2,3,-1,-1,-1,-1,-1
4322,"ordeno","prenez","5/27/2016",4,259,3,2,6,4,-1,-1,-1,-1,-1
4323,"ordeno","prenez","5/27/2016",4,260,4,3,1,1,-1,-1,-1,-1,-1
4324,"ordeno","inseminacion","5/28/2016",4,277,10,1,1,9,-1,-1,-1,-1,-1
4327,"ordeno","inseminacion","5/29/2016",4,70,3,8,4,1,-1,-1,-1,-1,-1
4328,"ordeno","inseminacion","5/29/2016",4,174,7,3,3,4,-1,-1,-1,-1,-1
4329,"ordeno","prenez","5/29/2016",4,156,5,5,1,1,-1,-1,-1,-1,-1
4340,"ordeno","prenez","5/31/2016",4,164,10,1,2,1,-1,-1,-1,-1,-1
4344,"ordeno","prenez","6/1/2016",4,264,1,7,2,2,-1,-1,-1,-1,-1
4352,"seca","prenez","6/2/2016",4,271,4,3,2,1,-1,-1,-1,-1,-1
4360,"ordeno","inseminacion","6/3/2016",5,68,1,1,1,2,1,-1,-1,-1,-1
4367,"ordeno","inseminacion","6/6/2016",5,137,5,1,1,1,3,-1,-1,-1,-1
4375,"ordeno","prenez","6/7/2016",5,116,1,3,1,1,1,-1,-1,-1,-1
4390,"ordeno","prenez","6/12/2016",4,317,1,2,3,3,-1,-1,-1,-1,-1
4394,"ordeno","inseminacion","6/12/2016",4,64,5,2,1,1,-1,-1,-1,-1,-1
4396,"seca","prenez","6/12/2016",3,290,7,4,1,-1,-1,-1,-1,-1,-1
4397,"ordeno","celo","6/12/2016",4,88,3,5,1,1,-1,-1,-1,-1,-1
4401,"ordeno","inseminacion","6/14/2016",4,159,3,2,1,3,-1,-1,-1,-1,-1
4407,"ordeno","inseminacion","6/15/2016",4,222,2,7,3,5,-1,-1,-1,-1,-1
4408,"ordeno","prenez","6/15/2016",3,369,3,11,5,-1,-1,-1,-1,-1,-1
4416,"ordeno","prenez","6/16/2016",4,256,4,6,2,3,-1,-1,-1,-1,-1
4424,"ordeno","prenez","6/17/2016",4,285,1,2,7,5,-1,-1,-1,-1,-1
4431,"ordeno","inseminacion","6/19/2016",5,86,2,1,1,3,2,-1,-1,-1,-1
4437,"ordeno","prenez","6/20/2016",4,310,1,1,7,3,-1,-1,-1,-1,-1
4439,"ordeno","prenez","6/20/2016",3,303,6,2,3,-1,-1,-1,-1,-1,-1
4444,"ordeno","prenez","6/21/2016",3,432,6,5,4,-1,-1,-1,-1,-1,-1
4465,"ordeno","prenez","6/25/2016",4,260,2,2,1,3,-1,-1,-1,-1,-1
4467,"seca","prenez","6/25/2016",4,301,1,2,4,2,-1,-1,-1,-1,-1
4469,"ordeno","prenez","6/26/2016",4,290,3,2,1,2,-1,-1,-1,-1,-1
4472,"ordeno","prenez","6/26/2016",4,219,5,8,2,2,-1,-1,-1,-1,-1
4473,"ordeno","parto","6/26/2016",4,13,2,3,5,0,-1,-1,-1,-1,-1
4485,"ordeno","prenez","6/27/2016",4,202,5,5,3,4,-1,-1,-1,-1,-1
4488,"ordeno","inseminacion","6/28/2016",4,86,3,3,5,1,-1,-1,-1,-1,-1
4490,"ordeno","prenez","6/28/2016",4,326,1,1,4,2,-1,-1,-1,-1,-1
4493,"ordeno","parto","6/29/2016",5,19,2,2,3,4,0,-1,-1,-1,-1
4496,"ordeno","prenez","6/29/2016",4,158,2,7,1,2,-1,-1,-1,-1,-1
4497,"ordeno","prenez","6/30/2016",4,209,4,1,2,1,-1,-1,-1,-1,-1
4498,"ordeno","prenez","6/30/2016",4,155,3,4,2,2,-1,-1,-1,-1,-1
4501,"ordeno","prenez","6/30/2016",4,292,9,1,1,3,-1,-1,-1,-1,-1
4502,"ordeno","prenez","7/1/2016",4,182,2,2,5,1,-1,-1,-1,-1,-1
4512,"ordeno","prenez","7/3/2016",4,214,1,4,2,1,-1,-1,-1,-1,-1
4514,"ordeno","prenez","7/3/2016",4,274,1,3,6,2,-1,-1,-1,-1,-1
4531,"ordeno","inseminacion","7/6/2016",4,177,4,2,5,3,-1,-1,-1,-1,-1
4544,"ordeno","prenez","7/8/2016",3,400,7,6,5,-1,-1,-1,-1,-1,-1
4548,"ordeno","prenez","7/8/2016",4,145,5,2,2,1,-1,-1,-1,-1,-1
4563,"ordeno","celo","7/11/2016",5,43,1,2,2,2,0,-1,-1,-1,-1
4565,"ordeno","prenez","7/11/2016",4,276,4,1,1,3,-1,-1,-1,-1,-1
4566,"ordeno","prenez","7/11/2016",4,253,1,3,2,6,-1,-1,-1,-1,-1
4571,"ordeno","prenez","7/12/2016",4,253,2,5,1,2,-1,-1,-1,-1,-1
4588,"ordeno","prenez","7/15/2016",4,170,3,3,5,1,-1,-1,-1,-1,-1
4592,"ordeno","parto","7/16/2016",4,12,3,5,5,0,-1,-1,-1,-1,-1
4593,"ordeno","prenez","7/16/2016",4,199,5,3,1,3,-1,-1,-1,-1,-1
4597,"ordeno","prenez","7/17/2016",4,312,1,8,1,3,-1,-1,-1,-1,-1
4606,"ordeno","inseminacion","7/19/2016",4,167,3,3,1,3,-1,-1,-1,-1,-1
4610,"ordeno","para_no_inseminar","7/19/2016",3,340,1,10,4,-1,-1,-1,-1,-1,-1
4613,"ordeno","prenez","7/20/2016",4,194,2,2,3,1,-1,-1,-1,-1,-1
4633,"ordeno","prenez","7/24/2016",4,251,1,5,3,3,-1,-1,-1,-1,-1
4634,"ordeno","parto","7/24/2016",4,57,2,3,2,0,-1,-1,-1,-1,-1
4637,"seca","prenez","7/24/2016",3,329,1,7,1,-1,-1,-1,-1,-1,-1
4660,"ordeno","inseminacion","7/29/2016",4,219,7,1,1,4,-1,-1,-1,-1,-1
4662,"ordeno","prenez","7/29/2016",3,381,2,5,5,-1,-1,-1,-1,-1,-1
4668,"ordeno","parto","7/30/2016",4,67,1,7,2,0,-1,-1,-1,-1,-1
4672,"ordeno","prenez","8/1/2016",4,136,2,4,3,1,-1,-1,-1,-1,-1
4676,"ordeno","prenez","8/1/2016",4,253,2,4,1,3,-1,-1,-1,-1,-1
4679,"seca","prenez","8/2/2016",3,320,1,6,2,-1,-1,-1,-1,-1,-1
4682,"ordeno","prenez","8/3/2016",3,274,6,9,4,-1,-1,-1,-1,-1,-1
4696,"ordeno","aborto","8/4/2016",3,224,6,9,1,-1,-1,-1,-1,-1,-1
4697,"seca","prenez","8/4/2016",4,269,1,1,1,1,-1,-1,-1,-1,-1
4709,"ordeno","prenez","8/7/2016",4,270,1,4,1,3,-1,-1,-1,-1,-1
4719,"ordeno","prenez","8/8/2016",4,196,2,2,1,5,-1,-1,-1,-1,-1
4732,"ordeno","prenez","8/10/2016",4,262,2,5,3,1,-1,-1,-1,-1,-1
4733,"ordeno","parto","8/10/2016",4,41,3,5,4,0,-1,-1,-1,-1,-1
4742,"ordeno","prenez","8/12/2016",4,165,2,3,3,2,-1,-1,-1,-1,-1
4744,"ordeno","prenez","8/13/2016",4,220,3,4,2,1,-1,-1,-1,-1,-1
4748,"ordeno","aborto","8/14/2016",4,269,2,4,1,1,-1,-1,-1,-1,-1
4754,"ordeno","inseminacion","8/15/2016",4,149,2,1,4,5,-1,-1,-1,-1,-1
4756,"ordeno","prenez","8/15/2016",4,149,2,5,2,2,-1,-1,-1,-1,-1
4757,"ordeno","inseminacion","8/15/2016",4,77,2,2,2,1,-1,-1,-1,-1,-1
4770,"ordeno","prenez","8/18/2016",4,125,1,4,1,1,-1,-1,-1,-1,-1
4777,"ordeno","prenez","8/18/2016",3,346,1,8,5,-1,-1,-1,-1,-1,-1
4780,"ordeno","prenez","8/19/2016",4,223,1,7,1,1,-1,-1,-1,-1,-1
4787,"ordeno","prenez","8/20/2016",3,377,1,13,5,-1,-1,-1,-1,-1,-1
4795,"ordeno","prenez","8/21/2016",4,216,1,4,2,6,-1,-1,-1,-1,-1
4797,"ordeno","inseminacion","8/21/2016",3,305,1,10,3,-1,-1,-1,-1,-1,-1
4803,"seca","prenez","8/22/2016",3,327,2,9,2,-1,-1,-1,-1,-1,-1
4806,"ordeno","inseminacion","8/23/2016",4,117,5,2,3,2,-1,-1,-1,-1,-1
4813,"ordeno","prenez","8/24/2016",4,350,2,2,1,4,-1,-1,-1,-1,-1
4819,"seca","prenez","8/24/2016",4,280,1,5,2,1,-1,-1,-1,-1,-1
4821,"ordeno","prenez","8/25/2016",4,258,1,5,2,1,-1,-1,-1,-1,-1
4829,"ordeno","inseminacion","8/27/2016",4,88,2,4,2,1,-1,-1,-1,-1,-1
4834,"ordeno","prenez","8/27/2016",3,319,6,8,8,-1,-1,-1,-1,-1,-1
4853,"ordeno","pd-inseminacion","8/30/2016",4,92,2,6,1,1,-1,-1,-1,-1,-1
4868,"ordeno","prenez","9/1/2016",4,274,1,1,2,3,-1,-1,-1,-1,-1
4869,"ordeno","prenez","9/1/2016",3,253,4,8,6,-1,-1,-1,-1,-1,-1
4873,"ordeno","prenez","9/2/2016",4,146,1,5,3,2,-1,-1,-1,-1,-1
4877,"ordeno","prenez","9/3/2016",4,153,5,1,1,3,-1,-1,-1,-1,-1
4878,"seca","prenez","9/4/2016",4,276,2,3,1,1,-1,-1,-1,-1,-1
4879,"ordeno","prenez","9/4/2016",4,239,2,1,2,4,-1,-1,-1,-1,-1
4882,"ordeno","prenez","9/5/2016",4,280,1,5,1,4,-1,-1,-1,-1,-1
4893,"ordeno","inseminacion","9/7/2016",4,80,2,2,2,1,-1,-1,-1,-1,-1
4896,"ordeno","prenez","9/8/2016",4,187,1,2,2,1,-1,-1,-1,-1,-1
4902,"ordeno","prenez","9/9/2016",4,112,2,3,3,1,-1,-1,-1,-1,-1
4908,"seca","prenez","9/10/2016",3,363,2,5,4,-1,-1,-1,-1,-1,-1
4912,"ordeno","prenez","9/11/2016",3,304,3,8,6,-1,-1,-1,-1,-1,-1
4916,"ordeno","prenez","9/11/2016",4,311,1,1,1,3,-1,-1,-1,-1,-1
4919,"ordeno","prenez","9/11/2016",3,406,2,9,5,-1,-1,-1,-1,-1,-1
4931,"seca","prenez","9/13/2016",4,399,1,1,1,5,-1,-1,-1,-1,-1
4933,"ordeno","prenez","9/13/2016",4,252,3,3,1,2,-1,-1,-1,-1,-1
4934,"ordeno","prenez","9/14/2016",4,211,1,4,3,2,-1,-1,-1,-1,-1
4949,"ordeno","prenez","9/15/2016",4,259,4,2,2,1,-1,-1,-1,-1,-1
4951,"ordeno","parto","9/16/2016",4,30,2,3,4,0,-1,-1,-1,-1,-1
4955,"ordeno","prenez","9/16/2016",4,186,3,3,4,1,-1,-1,-1,-1,-1
4967,"ordeno","parto","11/7/2012",7,46,5,1,5,1,4,8,0,-1,-1
4970,"seca","prenez","9/18/2016",4,310,1,3,1,3,-1,-1,-1,-1,-1
4973,"ordeno","prenez","9/18/2016",4,188,3,4,1,1,-1,-1,-1,-1,-1
4974,"ordeno","prenez","9/18/2016",4,284,3,2,2,2,-1,-1,-1,-1,-1
4978,"ordeno","prenez","9/19/2016",3,375,3,5,3,-1,-1,-1,-1,-1,-1
4987,"ordeno","prenez","9/20/2016",3,367,4,8,5,-1,-1,-1,-1,-1,-1
4997,"ordeno","prenez","9/21/2016",4,220,1,4,2,2,-1,-1,-1,-1,-1
4998,"ordeno","inseminacion","9/21/2016",4,210,1,7,1,4,-1,-1,-1,-1,-1
5001,"ordeno","prenez","9/22/2016",4,246,1,4,1,2,-1,-1,-1,-1,-1
5010,"ordeno","inseminacion","9/29/2012",7,169,2,5,4,2,4,3,2,-1,-1
5012,"ordeno","prenez","9/24/2016",4,195,1,2,2,3,-1,-1,-1,-1,-1
5035,"ordeno","inseminacion","9/26/2016",3,332,5,7,9,-1,-1,-1,-1,-1,-1
5038,"ordeno","prenez","9/26/2016",4,232,1,2,2,1,-1,-1,-1,-1,-1
5041,"ordeno","inseminacion","9/26/2016",4,137,1,4,1,4,-1,-1,-1,-1,-1
5042,"ordeno","inseminacion","9/27/2016",4,166,1,4,4,4,-1,-1,-1,-1,-1
5047,"ordeno","prenez","9/28/2016",4,116,3,2,3,1,-1,-1,-1,-1,-1
5050,"ordeno","parto","9/28/2016",3,25,10,4,0,-1,-1,-1,-1,-1,-1
5061,"ordeno","pd-inseminacion","9/30/2016",4,110,1,6,2,1,-1,-1,-1,-1,-1
5071,"ordeno","prenez","10/2/2016",4,262,1,2,3,2,-1,-1,-1,-1,-1
5077,"ordeno","inseminacion","10/3/2016",4,60,3,4,1,1,-1,-1,-1,-1,-1
5078,"ordeno","inseminacion","10/3/2016",4,144,2,3,7,4,-1,-1,-1,-1,-1
5081,"ordeno","prenez","10/3/2016",4,252,1,1,5,2,-1,-1,-1,-1,-1
5082,"ordeno","parto","1/26/2013",7,54,1,2,1,5,5,2,0,-1,-1
5089,"ordeno","prenez","10/3/2016",4,248,1,2,1,1,-1,-1,-1,-1,-1
5100,"ordeno","prenez","10/4/2016",4,248,5,5,1,4,-1,-1,-1,-1,-1
5117,"ordeno","prenez","10/7/2016",4,224,2,4,2,4,-1,-1,-1,-1,-1
5122,"ordeno","inseminacion","10/8/2016",4,163,7,1,3,5,-1,-1,-1,-1,-1
5124,"ordeno","prenez","10/8/2016",4,200,2,1,7,1,-1,-1,-1,-1,-1
5125,"ordeno","prenez","10/8/2016",4,241,1,2,1,2,-1,-1,-1,-1,-1
5127,"ordeno","prenez","10/9/2016",4,216,2,1,1,3,-1,-1,-1,-1,-1
5129,"ordeno","inseminacion","10/9/2016",4,62,2,2,3,1,-1,-1,-1,-1,-1
5133,"ordeno","prenez","10/9/2016",4,240,1,5,1,1,-1,-1,-1,-1,-1
5136,"ordeno","prenez","12/15/2012",7,243,4,1,7,2,4,3,1,-1,-1
5137,"ordeno","prenez","10/10/2016",4,223,2,2,4,1,-1,-1,-1,-1,-1
5141,"ordeno","prenez","10/10/2016",4,258,3,3,2,4,-1,-1,-1,-1,-1
5142,"ordeno","inseminacion","10/10/2016",4,81,5,2,2,1,-1,-1,-1,-1,-1
5150,"ordeno","prenez","10/12/2016",4,236,1,3,2,1,-1,-1,-1,-1,-1
5154,"ordeno","prenez","10/12/2016",4,266,1,3,1,2,-1,-1,-1,-1,-1
5157,"ordeno","celo","10/13/2016",4,130,5,2,2,0,-1,-1,-1,-1,-1
5158,"ordeno","parto","10/13/2016",4,40,1,3,2,0,-1,-1,-1,-1,-1
5163,"ordeno","prenez","10/15/2016",4,195,1,5,1,2,-1,-1,-1,-1,-1
5167,"ordeno","prenez","10/15/2016",4,215,1,2,4,2,-1,-1,-1,-1,-1
5173,"ordeno","inseminacion","10/16/2016",4,182,1,2,1,5,-1,-1,-1,-1,-1
5181,"ordeno","prenez","10/17/2016",4,240,1,4,2,1,-1,-1,-1,-1,-1
5182,"ordeno","prenez","3/21/2013",6,209,3,5,5,8,4,1,-1,-1,-1
5187,"ordeno","prenez","10/18/2016",4,203,3,2,1,2,-1,-1,-1,-1,-1
5191,"ordeno","prenez","10/18/2016",3,265,3,11,3,-1,-1,-1,-1,-1,-1
5197,"ordeno","prenez","10/18/2016",4,213,3,1,1,3,-1,-1,-1,-1,-1
5209,"ordeno","prenez","10/21/2016",4,253,2,1,2,2,-1,-1,-1,-1,-1
5215,"ordeno","parto","10/21/2016",4,14,2,5,1,0,-1,-1,-1,-1,-1
5217,"ordeno","prenez","10/22/2016",4,213,2,3,1,1,-1,-1,-1,-1,-1
5243,"ordeno","inseminacion","10/25/2016",4,128,1,5,3,3,-1,-1,-1,-1,-1
5245,"seca","prenez","10/25/2016",3,419,1,5,3,-1,-1,-1,-1,-1,-1
5246,"ordeno","parto","10/25/2016",4,19,2,4,1,0,-1,-1,-1,-1,-1
5250,"ordeno","prenez","10/26/2016",4,285,3,1,1,4,-1,-1,-1,-1,-1
5254,"ordeno","prenez","10/26/2016",4,131,3,1,5,1,-1,-1,-1,-1,-1
5255,"ordeno","parto","10/27/2016",4,84,1,1,2,0,-1,-1,-1,-1,-1
5257,"ordeno","prenez","10/27/2016",4,179,1,1,2,1,-1,-1,-1,-1,-1
5258,"ordeno","para_no_inseminar","10/27/2016",3,389,1,9,10,-1,-1,-1,-1,-1,-1
5261,"ordeno","parto","6/28/2013",6,77,2,4,4,4,3,0,-1,-1,-1
