vaca,estado,estado_ginecol,patio,fecha_de_naci,lact_n,del,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9
12178,ordeno,inseminacion,6,12/31/2019,1,62,0,-1,-1,-1,-1,-1,-1,-1,-1
12179,ordeno,inseminacion,6,1/1/2020,1,70,0,-1,-1,-1,-1,-1,-1,-1,-1
12180,ordeno,prenez,8,1/1/2020,1,102,0,-1,-1,-1,-1,-1,-1,-1,-1
12181,ordeno,prenez,10,1/1/2020,1,141,0,-1,-1,-1,-1,-1,-1,-1,-1
12186,ordeno,prenez,10,1/2/2020,1,157,0,-1,-1,-1,-1,-1,-1,-1,-1
12187,ordeno,prenez,30,1/2/2020,1,148,0,-1,-1,-1,-1,-1,-1,-1,-1
12189,ordeno,prenez,10,1/3/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12190,ordeno,prenez,10,1/3/2020,1,153,0,-1,-1,-1,-1,-1,-1,-1,-1
12192,ordeno,prenez,8,1/3/2020,1,109,0,-1,-1,-1,-1,-1,-1,-1,-1
12195,ordeno,parto,6,1/3/2020,1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12200,ordeno,inseminacion,7,1/4/2020,1,86,0,-1,-1,-1,-1,-1,-1,-1,-1
12201,ordeno,inseminacion,8,1/4/2020,1,98,0,-1,-1,-1,-1,-1,-1,-1,-1
12203,ordeno,prenez,10,1/4/2020,1,143,0,-1,-1,-1,-1,-1,-1,-1,-1
12207,ordeno,inseminacion,11,1/5/2020,1,172,0,-1,-1,-1,-1,-1,-1,-1,-1
12209,ordeno,prenez,10,1/5/2020,1,141,0,-1,-1,-1,-1,-1,-1,-1,-1
12210,ordeno,inseminacion,8,1/5/2020,1,101,0,-1,-1,-1,-1,-1,-1,-1,-1
12211,ordeno,inseminacion,7,1/5/2020,1,79,0,-1,-1,-1,-1,-1,-1,-1,-1
12212,ordeno,inseminacion,10,1/5/2020,1,152,0,-1,-1,-1,-1,-1,-1,-1,-1
12213,ordeno,prenez,10,1/5/2020,1,159,0,-1,-1,-1,-1,-1,-1,-1,-1
12214,ordeno,parto,2,1/5/2020,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
12215,ordeno,inseminacion,6,1/5/2020,1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12216,ordeno,prenez,10,1/6/2020,1,140,0,-1,-1,-1,-1,-1,-1,-1,-1
12219,ordeno,prenez,11,1/6/2020,1,164,0,-1,-1,-1,-1,-1,-1,-1,-1
12220,ordeno,prenez,7,1/6/2020,1,93,0,-1,-1,-1,-1,-1,-1,-1,-1
12221,ordeno,prenez,10,1/6/2020,1,134,0,-1,-1,-1,-1,-1,-1,-1,-1
12222,ordeno,prenez,8,1/6/2020,1,114,0,-1,-1,-1,-1,-1,-1,-1,-1
12223,ordeno,prenez,10,1/6/2020,1,140,0,-1,-1,-1,-1,-1,-1,-1,-1
12224,ordeno,prenez,10,1/6/2020,1,154,0,-1,-1,-1,-1,-1,-1,-1,-1
12225,ordeno,prenez,10,1/6/2020,1,126,0,-1,-1,-1,-1,-1,-1,-1,-1
12228,ordeno,inseminacion,9,1/6/2020,1,117,0,-1,-1,-1,-1,-1,-1,-1,-1
12229,ordeno,inseminacion,7,1/6/2020,1,74,0,-1,-1,-1,-1,-1,-1,-1,-1
12231,ordeno,inseminacion,8,1/7/2020,1,102,0,-1,-1,-1,-1,-1,-1,-1,-1
12233,ordeno,prenez,9,1/7/2020,1,124,0,-1,-1,-1,-1,-1,-1,-1,-1
12234,ordeno,inseminacion,7,1/7/2020,1,86,0,-1,-1,-1,-1,-1,-1,-1,-1
12235,ordeno,prenez,10,1/7/2020,1,156,0,-1,-1,-1,-1,-1,-1,-1,-1
12236,ordeno,prenez,10,1/7/2020,1,129,0,-1,-1,-1,-1,-1,-1,-1,-1
12237,ordeno,prenez,9,1/7/2020,1,121,0,-1,-1,-1,-1,-1,-1,-1,-1
12238,ordeno,prenez,10,1/7/2020,1,142,1,-1,-1,-1,-1,-1,-1,-1,-1
12239,ordeno,prenez,10,1/8/2020,1,134,0,-1,-1,-1,-1,-1,-1,-1,-1
12240,ordeno,prenez,8,1/8/2020,1,101,0,-1,-1,-1,-1,-1,-1,-1,-1
12242,ordeno,inseminacion,8,1/8/2020,1,103,0,-1,-1,-1,-1,-1,-1,-1,-1
12244,ordeno,celo,5,1/8/2020,1,44,0,-1,-1,-1,-1,-1,-1,-1,-1
12246,ordeno,inseminacion,10,1/8/2020,1,130,0,-1,-1,-1,-1,-1,-1,-1,-1
12247,ordeno,prenez,11,1/8/2020,1,164,0,-1,-1,-1,-1,-1,-1,-1,-1
12248,ordeno,prenez,10,1/9/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12249,ordeno,inseminacion,7,1/9/2020,1,90,0,-1,-1,-1,-1,-1,-1,-1,-1
12250,ordeno,prenez,11,1/9/2020,1,160,1,-1,-1,-1,-1,-1,-1,-1,-1
12251,ordeno,inseminacion,6,1/9/2020,1,62,0,-1,-1,-1,-1,-1,-1,-1,-1
12253,ordeno,inseminacion,8,1/10/2020,1,96,0,-1,-1,-1,-1,-1,-1,-1,-1
12254,ordeno,prenez,11,1/10/2020,1,163,0,-1,-1,-1,-1,-1,-1,-1,-1
12255,ordeno,prenez,11,1/10/2020,1,166,0,-1,-1,-1,-1,-1,-1,-1,-1
12256,ordeno,prenez,10,1/10/2020,1,140,0,-1,-1,-1,-1,-1,-1,-1,-1
12257,ordeno,inseminacion,6,1/10/2020,1,59,0,-1,-1,-1,-1,-1,-1,-1,-1
12258,ordeno,prenez,11,1/10/2020,1,168,0,-1,-1,-1,-1,-1,-1,-1,-1
12260,ordeno,parto,2,1/10/2020,1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
12261,ordeno,prenez,10,1/11/2020,1,145,0,-1,-1,-1,-1,-1,-1,-1,-1
12263,ordeno,inseminacion,7,1/11/2020,1,74,0,-1,-1,-1,-1,-1,-1,-1,-1
12264,ordeno,prenez,11,1/11/2020,1,165,0,-1,-1,-1,-1,-1,-1,-1,-1
12265,ordeno,parto,5,1/11/2020,1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12266,ordeno,prenez,10,1/11/2020,1,148,0,-1,-1,-1,-1,-1,-1,-1,-1
12267,ordeno,inseminacion,7,1/11/2020,1,74,0,-1,-1,-1,-1,-1,-1,-1,-1
12270,ordeno,prenez,10,1/12/2020,1,153,0,-1,-1,-1,-1,-1,-1,-1,-1
12274,ordeno,inseminacion,7,1/12/2020,1,81,0,-1,-1,-1,-1,-1,-1,-1,-1
12276,ordeno,celo,30,1/12/2020,1,51,0,-1,-1,-1,-1,-1,-1,-1,-1
12277,ordeno,inseminacion,6,1/12/2020,1,65,0,-1,-1,-1,-1,-1,-1,-1,-1
12278,ordeno,parto,5,1/12/2020,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1
12279,ordeno,prenez,9,1/12/2020,1,121,0,-1,-1,-1,-1,-1,-1,-1,-1
12281,ordeno,celo,5,1/12/2020,1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12282,ordeno,prenez,8,1/12/2020,1,94,0,-1,-1,-1,-1,-1,-1,-1,-1
12283,ordeno,inseminacion,7,1/12/2020,1,78,0,-1,-1,-1,-1,-1,-1,-1,-1
12284,ordeno,inseminacion,10,1/12/2020,1,143,0,-1,-1,-1,-1,-1,-1,-1,-1
12285,ordeno,inseminacion,6,1/12/2020,1,58,0,-1,-1,-1,-1,-1,-1,-1,-1
12286,ordeno,inseminacion,8,1/13/2020,1,96,0,-1,-1,-1,-1,-1,-1,-1,-1
12287,ordeno,inseminacion,8,1/13/2020,1,99,0,-1,-1,-1,-1,-1,-1,-1,-1
12290,ordeno,prenez,10,1/14/2020,1,154,0,-1,-1,-1,-1,-1,-1,-1,-1
12291,ordeno,parto,6,1/14/2020,1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12292,ordeno,inseminacion,6,1/14/2020,1,72,0,-1,-1,-1,-1,-1,-1,-1,-1
12294,ordeno,inseminacion,6,1/14/2020,1,67,0,-1,-1,-1,-1,-1,-1,-1,-1
12296,ordeno,inseminacion,10,1/14/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12297,ordeno,prenez,8,1/14/2020,1,110,0,-1,-1,-1,-1,-1,-1,-1,-1
12298,ordeno,parto,6,1/14/2020,1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12299,ordeno,inseminacion,7,1/14/2020,1,83,0,-1,-1,-1,-1,-1,-1,-1,-1
12302,ordeno,para_no_inseminar,8,1/15/2020,1,106,0,-1,-1,-1,-1,-1,-1,-1,-1
12304,ordeno,inseminacion,8,1/15/2020,1,104,0,-1,-1,-1,-1,-1,-1,-1,-1
12305,ordeno,parto,4,1/15/2020,1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12306,ordeno,inseminacion,8,1/15/2020,1,109,0,-1,-1,-1,-1,-1,-1,-1,-1
12307,ordeno,prenez,10,1/16/2020,1,138,0,-1,-1,-1,-1,-1,-1,-1,-1
12308,ordeno,prenez,9,1/16/2020,1,119,0,-1,-1,-1,-1,-1,-1,-1,-1
12310,ordeno,pd-inseminacion,10,1/16/2020,1,135,0,-1,-1,-1,-1,-1,-1,-1,-1
12311,ordeno,inseminacion,6,1/16/2020,1,64,0,-1,-1,-1,-1,-1,-1,-1,-1
12315,ordeno,prenez,9,1/17/2020,1,124,0,-1,-1,-1,-1,-1,-1,-1,-1
12316,ordeno,inseminacion,6,1/17/2020,1,59,0,-1,-1,-1,-1,-1,-1,-1,-1
12317,ordeno,parto,5,1/17/2020,1,55,0,-1,-1,-1,-1,-1,-1,-1,-1
12320,ordeno,prenez,8,1/17/2020,1,108,0,-1,-1,-1,-1,-1,-1,-1,-1
12322,ordeno,inseminacion,10,1/18/2020,1,133,0,-1,-1,-1,-1,-1,-1,-1,-1
12323,ordeno,prenez,11,1/18/2020,1,165,0,-1,-1,-1,-1,-1,-1,-1,-1
12324,ordeno,parto,6,1/18/2020,1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12327,ordeno,inseminacion,8,1/19/2020,1,102,0,-1,-1,-1,-1,-1,-1,-1,-1
12328,ordeno,parto,5,1/19/2020,1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12329,ordeno,inseminacion,8,1/19/2020,1,100,0,-1,-1,-1,-1,-1,-1,-1,-1
12333,ordeno,celo,7,1/20/2020,1,80,0,-1,-1,-1,-1,-1,-1,-1,-1
12334,ordeno,prenez,10,1/20/2020,1,128,0,-1,-1,-1,-1,-1,-1,-1,-1
12335,ordeno,prenez,10,1/20/2020,1,145,0,-1,-1,-1,-1,-1,-1,-1,-1
12336,ordeno,prenez,8,1/20/2020,1,110,0,-1,-1,-1,-1,-1,-1,-1,-1
12337,ordeno,inseminacion,8,1/20/2020,1,106,0,-1,-1,-1,-1,-1,-1,-1,-1
12338,ordeno,inseminacion,8,1/20/2020,1,99,0,-1,-1,-1,-1,-1,-1,-1,-1
12339,ordeno,pd-inseminacion,10,1/20/2020,1,148,0,-1,-1,-1,-1,-1,-1,-1,-1
12341,ordeno,inseminacion,6,1/20/2020,1,58,0,-1,-1,-1,-1,-1,-1,-1,-1
12343,ordeno,inseminacion,8,1/21/2020,1,102,0,-1,-1,-1,-1,-1,-1,-1,-1
12344,ordeno,parto,5,1/21/2020,1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
12346,ordeno,parto,4,1/21/2020,1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
12347,ordeno,prenez,7,1/21/2020,1,93,0,-1,-1,-1,-1,-1,-1,-1,-1
12349,ordeno,inseminacion,5,1/22/2020,1,55,0,-1,-1,-1,-1,-1,-1,-1,-1
12350,ordeno,prenez,11,1/22/2020,1,168,0,-1,-1,-1,-1,-1,-1,-1,-1
12351,ordeno,inseminacion,7,1/22/2020,1,83,0,-1,-1,-1,-1,-1,-1,-1,-1
12352,ordeno,parto,5,1/22/2020,1,47,0,-1,-1,-1,-1,-1,-1,-1,-1
12354,ordeno,inseminacion,7,1/22/2020,1,92,0,-1,-1,-1,-1,-1,-1,-1,-1
12355,ordeno,inseminacion,10,1/22/2020,1,138,0,-1,-1,-1,-1,-1,-1,-1,-1
12358,ordeno,celo,6,1/23/2020,1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12360,ordeno,inseminacion,7,1/23/2020,1,93,0,-1,-1,-1,-1,-1,-1,-1,-1
12361,ordeno,prenez,10,1/23/2020,1,141,0,-1,-1,-1,-1,-1,-1,-1,-1
12362,ordeno,inseminacion,6,1/23/2020,1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12365,ordeno,prenez,10,1/23/2020,1,126,0,-1,-1,-1,-1,-1,-1,-1,-1
12367,ordeno,prenez,10,1/23/2020,1,151,0,-1,-1,-1,-1,-1,-1,-1,-1
12368,ordeno,inseminacion,9,1/24/2020,1,125,0,-1,-1,-1,-1,-1,-1,-1,-1
12370,ordeno,parto,8,1/24/2020,1,103,0,-1,-1,-1,-1,-1,-1,-1,-1
12371,ordeno,prenez,8,1/24/2020,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
12374,ordeno,prenez,11,1/25/2020,1,163,0,-1,-1,-1,-1,-1,-1,-1,-1
12375,ordeno,inseminacion,8,1/25/2020,1,98,0,-1,-1,-1,-1,-1,-1,-1,-1
12376,ordeno,prenez,9,1/25/2020,1,123,0,-1,-1,-1,-1,-1,-1,-1,-1
12377,ordeno,parto,5,1/26/2020,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1
12378,ordeno,inseminacion,7,1/26/2020,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1
12379,ordeno,inseminacion,6,1/26/2020,1,73,0,-1,-1,-1,-1,-1,-1,-1,-1
12380,ordeno,inseminacion,7,1/26/2020,1,83,0,-1,-1,-1,-1,-1,-1,-1,-1
12381,ordeno,prenez,10,1/26/2020,1,155,0,-1,-1,-1,-1,-1,-1,-1,-1
12383,ordeno,parto,5,1/27/2020,1,44,0,-1,-1,-1,-1,-1,-1,-1,-1
12387,ordeno,prenez,8,1/27/2020,1,113,0,-1,-1,-1,-1,-1,-1,-1,-1
12388,ordeno,inseminacion,10,1/27/2020,1,153,0,-1,-1,-1,-1,-1,-1,-1,-1
12389,ordeno,inseminacion,10,1/27/2020,1,136,0,-1,-1,-1,-1,-1,-1,-1,-1
12390,ordeno,inseminacion,8,1/27/2020,1,107,0,-1,-1,-1,-1,-1,-1,-1,-1
12391,ordeno,prenez,10,1/28/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12392,ordeno,prenez,11,1/28/2020,1,165,0,-1,-1,-1,-1,-1,-1,-1,-1
12393,ordeno,inseminacion,7,1/28/2020,1,88,0,-1,-1,-1,-1,-1,-1,-1,-1
12395,ordeno,inseminacion,9,1/29/2020,1,116,0,-1,-1,-1,-1,-1,-1,-1,-1
12397,ordeno,inseminacion,7,1/29/2020,1,74,0,-1,-1,-1,-1,-1,-1,-1,-1
12398,ordeno,prenez,10,1/29/2020,1,146,0,-1,-1,-1,-1,-1,-1,-1,-1
12399,ordeno,prenez,30,1/29/2020,1,132,0,-1,-1,-1,-1,-1,-1,-1,-1
12402,ordeno,prenez,8,1/30/2020,1,114,0,-1,-1,-1,-1,-1,-1,-1,-1
12403,ordeno,inseminacion,5,1/30/2020,1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12404,ordeno,inseminacion,6,1/30/2020,1,59,0,-1,-1,-1,-1,-1,-1,-1,-1
12405,ordeno,prenez,10,1/30/2020,1,140,0,-1,-1,-1,-1,-1,-1,-1,-1
12406,ordeno,inseminacion,9,1/31/2020,1,116,0,-1,-1,-1,-1,-1,-1,-1,-1
12407,ordeno,inseminacion,7,1/31/2020,1,91,0,-1,-1,-1,-1,-1,-1,-1,-1
12408,ordeno,inseminacion,8,1/31/2020,1,107,0,-1,-1,-1,-1,-1,-1,-1,-1
12411,ordeno,parto,5,2/1/2020,1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12412,ordeno,inseminacion,5,2/1/2020,1,44,0,-1,-1,-1,-1,-1,-1,-1,-1
12414,ordeno,prenez,8,2/1/2020,1,105,0,-1,-1,-1,-1,-1,-1,-1,-1
12415,ordeno,inseminacion,5,2/1/2020,1,55,0,-1,-1,-1,-1,-1,-1,-1,-1
12416,ordeno,prenez,8,2/1/2020,1,94,0,-1,-1,-1,-1,-1,-1,-1,-1
12418,ordeno,parto,4,2/1/2020,1,27,0,-1,-1,-1,-1,-1,-1,-1,-1
12422,ordeno,inseminacion,9,2/2/2020,1,117,0,-1,-1,-1,-1,-1,-1,-1,-1
12423,ordeno,inseminacion,7,2/2/2020,1,79,0,-1,-1,-1,-1,-1,-1,-1,-1
12425,ordeno,celo,5,2/2/2020,1,38,0,-1,-1,-1,-1,-1,-1,-1,-1
12426,ordeno,inseminacion,6,2/3/2020,1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12427,ordeno,parto,6,2/3/2020,1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12428,ordeno,parto,5,2/3/2020,1,47,0,-1,-1,-1,-1,-1,-1,-1,-1
12429,ordeno,parto,6,2/3/2020,1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12430,ordeno,parto,5,2/3/2020,1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12432,ordeno,celo,6,2/3/2020,1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12433,ordeno,prenez,10,2/3/2020,1,144,0,-1,-1,-1,-1,-1,-1,-1,-1
12434,ordeno,parto,7,2/3/2020,1,80,0,-1,-1,-1,-1,-1,-1,-1,-1
12439,ordeno,parto,6,2/4/2020,1,63,0,-1,-1,-1,-1,-1,-1,-1,-1
12442,ordeno,inseminacion,8,2/4/2020,1,98,0,-1,-1,-1,-1,-1,-1,-1,-1
12443,ordeno,celo,5,2/4/2020,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1
12447,ordeno,parto,2,2/5/2020,1,16,0,-1,-1,-1,-1,-1,-1,-1,-1
12448,ordeno,prenez,10,2/5/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12449,ordeno,inseminacion,7,2/5/2020,1,81,0,-1,-1,-1,-1,-1,-1,-1,-1
12455,ordeno,inseminacion,6,2/6/2020,1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12456,ordeno,celo,5,2/7/2020,1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12461,ordeno,inseminacion,7,2/7/2020,1,77,0,-1,-1,-1,-1,-1,-1,-1,-1
12464,ordeno,prenez,8,2/9/2020,1,102,0,-1,-1,-1,-1,-1,-1,-1,-1
12465,ordeno,inseminacion,7,2/9/2020,1,82,0,-1,-1,-1,-1,-1,-1,-1,-1
12467,ordeno,inseminacion,7,2/9/2020,1,85,0,-1,-1,-1,-1,-1,-1,-1,-1
12469,ordeno,parto,2,2/9/2020,1,20,0,-1,-1,-1,-1,-1,-1,-1,-1
12472,ordeno,parto,7,2/10/2020,1,77,1,-1,-1,-1,-1,-1,-1,-1,-1
12474,ordeno,inseminacion,7,2/10/2020,1,90,0,-1,-1,-1,-1,-1,-1,-1,-1
12475,ordeno,inseminacion,6,2/10/2020,1,70,0,-1,-1,-1,-1,-1,-1,-1,-1
12476,ordeno,inseminacion,7,2/10/2020,1,80,0,-1,-1,-1,-1,-1,-1,-1,-1
12477,ordeno,inseminacion,8,2/11/2020,1,112,0,-1,-1,-1,-1,-1,-1,-1,-1
12479,ordeno,inseminacion,6,2/11/2020,1,67,0,-1,-1,-1,-1,-1,-1,-1,-1
12480,ordeno,inseminacion,7,2/11/2020,1,87,0,-1,-1,-1,-1,-1,-1,-1,-1
12483,ordeno,prenez,3,2/12/2020,1,121,1,-1,-1,-1,-1,-1,-1,-1,-1
12484,ordeno,prenez,9,2/12/2020,1,123,0,-1,-1,-1,-1,-1,-1,-1,-1
12486,ordeno,inseminacion,6,2/12/2020,1,60,0,-1,-1,-1,-1,-1,-1,-1,-1
12487,ordeno,parto,6,2/12/2020,1,59,0,-1,-1,-1,-1,-1,-1,-1,-1
12489,ordeno,parto,5,2/12/2020,1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12490,ordeno,parto,2,2/12/2020,1,14,0,-1,-1,-1,-1,-1,-1,-1,-1
12492,ordeno,inseminacion,10,2/13/2020,1,142,0,-1,-1,-1,-1,-1,-1,-1,-1
12493,ordeno,inseminacion,7,2/13/2020,1,78,0,-1,-1,-1,-1,-1,-1,-1,-1
12494,ordeno,parto,6,2/13/2020,1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12496,ordeno,inseminacion,10,2/13/2020,1,132,0,-1,-1,-1,-1,-1,-1,-1,-1
12497,ordeno,parto,4,2/13/2020,1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
12500,ordeno,prenez,10,2/14/2020,1,137,0,-1,-1,-1,-1,-1,-1,-1,-1
12502,ordeno,parto,2,2/14/2020,1,18,0,-1,-1,-1,-1,-1,-1,-1,-1
12503,ordeno,inseminacion,8,2/14/2020,1,94,0,-1,-1,-1,-1,-1,-1,-1,-1
12508,ordeno,inseminacion,7,2/15/2020,1,89,0,-1,-1,-1,-1,-1,-1,-1,-1
12512,ordeno,inseminacion,7,2/15/2020,1,76,0,-1,-1,-1,-1,-1,-1,-1,-1
12514,ordeno,parto,5,2/16/2020,1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12516,ordeno,inseminacion,8,2/16/2020,1,108,0,-1,-1,-1,-1,-1,-1,-1,-1
12517,ordeno,parto,5,2/16/2020,1,46,0,-1,-1,-1,-1,-1,-1,-1,-1
12519,ordeno,inseminacion,8,2/17/2020,1,111,0,-1,-1,-1,-1,-1,-1,-1,-1
12520,ordeno,inseminacion,6,2/17/2020,1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12522,ordeno,pd-inseminacion,9,2/17/2020,1,118,0,-1,-1,-1,-1,-1,-1,-1,-1
12523,ordeno,inseminacion,6,2/17/2020,1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12524,ordeno,parto,2,2/17/2020,1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12525,ordeno,parto,5,2/17/2020,1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12526,ordeno,inseminacion,7,2/18/2020,1,89,0,-1,-1,-1,-1,-1,-1,-1,-1
12527,ordeno,celo,10,2/18/2020,1,130,0,-1,-1,-1,-1,-1,-1,-1,-1
12528,ordeno,parto,2,2/18/2020,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
12529,ordeno,parto,2,2/18/2020,1,13,0,-1,-1,-1,-1,-1,-1,-1,-1
12531,ordeno,prenez,10,2/19/2020,1,152,0,-1,-1,-1,-1,-1,-1,-1,-1
12535,ordeno,parto,6,2/19/2020,1,58,0,-1,-1,-1,-1,-1,-1,-1,-1
12540,ordeno,prenez,8,2/19/2020,1,96,0,-1,-1,-1,-1,-1,-1,-1,-1
12542,ordeno,prenez,9,2/19/2020,1,122,0,-1,-1,-1,-1,-1,-1,-1,-1
12545,ordeno,parto,4,2/20/2020,1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12547,ordeno,parto,4,2/20/2020,1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12549,ordeno,parto,6,2/20/2020,1,68,0,-1,-1,-1,-1,-1,-1,-1,-1
12550,ordeno,prenez,7,2/22/2020,1,98,1,-1,-1,-1,-1,-1,-1,-1,-1
12553,ordeno,parto,5,2/22/2020,1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12554,ordeno,parto,5,2/23/2020,1,42,0,-1,-1,-1,-1,-1,-1,-1,-1
12555,ordeno,inseminacion,6,2/23/2020,1,73,0,-1,-1,-1,-1,-1,-1,-1,-1
12556,ordeno,parto,5,2/23/2020,1,49,0,-1,-1,-1,-1,-1,-1,-1,-1
12559,ordeno,inseminacion,8,2/23/2020,1,101,0,-1,-1,-1,-1,-1,-1,-1,-1
12560,ordeno,parto,4,2/23/2020,1,28,0,-1,-1,-1,-1,-1,-1,-1,-1
12563,ordeno,inseminacion,6,2/24/2020,1,65,0,-1,-1,-1,-1,-1,-1,-1,-1
12564,ordeno,parto,2,2/24/2020,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
12565,ordeno,inseminacion,7,2/24/2020,1,81,0,-1,-1,-1,-1,-1,-1,-1,-1
12566,ordeno,parto,2,2/24/2020,1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12567,ordeno,inseminacion,7,2/24/2020,1,87,0,-1,-1,-1,-1,-1,-1,-1,-1
12568,ordeno,parto,5,2/24/2020,1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12569,ordeno,prenez,10,2/25/2020,1,126,0,-1,-1,-1,-1,-1,-1,-1,-1
12570,ordeno,inseminacion,7,2/25/2020,1,80,0,-1,-1,-1,-1,-1,-1,-1,-1
12572,ordeno,parto,4,2/25/2020,1,27,0,-1,-1,-1,-1,-1,-1,-1,-1
12573,ordeno,prenez,9,2/25/2020,1,125,1,-1,-1,-1,-1,-1,-1,-1,-1
12575,ordeno,prenez,8,2/26/2020,1,109,0,-1,-1,-1,-1,-1,-1,-1,-1
12576,ordeno,inseminacion,7,2/26/2020,1,85,0,-1,-1,-1,-1,-1,-1,-1,-1
12578,ordeno,parto,5,2/26/2020,1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12579,ordeno,prenez,8,2/26/2020,1,113,0,-1,-1,-1,-1,-1,-1,-1,-1
12583,ordeno,parto,4,2/26/2020,1,31,0,-1,-1,-1,-1,-1,-1,-1,-1
12588,ordeno,parto,4,2/27/2020,1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12589,ordeno,inseminacion,7,2/27/2020,1,90,0,-1,-1,-1,-1,-1,-1,-1,-1
12590,ordeno,parto,2,2/27/2020,1,12,0,-1,-1,-1,-1,-1,-1,-1,-1
12593,ordeno,parto,7,2/28/2020,1,76,0,-1,-1,-1,-1,-1,-1,-1,-1
12594,ordeno,parto,7,2/28/2020,1,77,0,-1,-1,-1,-1,-1,-1,-1,-1
12596,ordeno,prenez,10,3/1/2020,1,139,0,-1,-1,-1,-1,-1,-1,-1,-1
12598,ordeno,prenez,9,3/1/2020,1,122,0,-1,-1,-1,-1,-1,-1,-1,-1
12600,ordeno,parto,2,3/1/2020,1,20,0,-1,-1,-1,-1,-1,-1,-1,-1
12601,ordeno,parto,2,3/1/2020,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
12604,ordeno,celo,6,3/2/2020,1,58,0,-1,-1,-1,-1,-1,-1,-1,-1
12605,ordeno,parto,4,3/2/2020,1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12606,ordeno,celo,4,3/3/2020,1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12607,ordeno,prenez,8,3/3/2020,1,106,0,-1,-1,-1,-1,-1,-1,-1,-1
12608,ordeno,prenez,8,3/3/2020,1,101,0,-1,-1,-1,-1,-1,-1,-1,-1
12611,ordeno,inseminacion,6,3/3/2020,1,72,0,-1,-1,-1,-1,-1,-1,-1,-1
12614,ordeno,inseminacion,6,3/4/2020,1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12616,ordeno,parto,2,3/4/2020,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
12617,ordeno,celo,5,3/4/2020,1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12618,ordeno,parto,5,3/4/2020,1,51,0,-1,-1,-1,-1,-1,-1,-1,-1
12620,ordeno,parto,5,3/5/2020,1,43,0,-1,-1,-1,-1,-1,-1,-1,-1
